"Kod";"Nazwa";"Pojazdy";"Grupy wieku";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"ogółem";"2018";1823960;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"ogółem";"2019";1899545;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"ogółem";"2020";1963331;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"ogółem";"2021";2026737;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"ogółem";"2022";2074354;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"ogółem";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"do 1 roku";"2018";67300;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"do 1 roku";"2019";69377;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"do 1 roku";"2020";62253;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"do 1 roku";"2021";57126;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"do 1 roku";"2022";57121;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"do 1 roku";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"2 lata";"2018";32953;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"2 lata";"2019";39588;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"2 lata";"2020";39617;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"2 lata";"2021";39436;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"2 lata";"2022";30384;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"2 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"3 lata";"2018";29357;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"3 lata";"2019";34696;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"3 lata";"2020";41098;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"3 lata";"2021";40347;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"3 lata";"2022";39942;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"3 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"4-5 lat";"2018";54423;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"4-5 lat";"2019";62945;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"4-5 lat";"2020";71602;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"4-5 lat";"2021";82665;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"4-5 lat";"2022";86245;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"4-5 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"6-7 lat";"2018";65066;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"6-7 lat";"2019";62061;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"6-7 lat";"2020";65356;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"6-7 lat";"2021";73393;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"6-7 lat";"2022";80378;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"6-7 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"8-9 lat";"2018";76837;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"8-9 lat";"2019";80262;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"8-9 lat";"2020";80448;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"8-9 lat";"2021";75509;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"8-9 lat";"2022";76365;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"8-9 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"10-11 lat";"2018";118882;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"10-11 lat";"2019";108384;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"10-11 lat";"2020";96040;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"10-11 lat";"2021";97726;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"10-11 lat";"2022";95819;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"10-11 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"12-15 lat";"2018";282738;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"12-15 lat";"2019";290830;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"12-15 lat";"2020";291402;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"12-15 lat";"2021";285500;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"12-15 lat";"2022";269702;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"12-15 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"16-20 lat";"2018";375589;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"16-20 lat";"2019";375469;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"16-20 lat";"2020";372315;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"16-20 lat";"2021";378431;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"16-20 lat";"2022";392374;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"16-20 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"21-25 lat";"2018";267834;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"21-25 lat";"2019";286121;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"21-25 lat";"2020";311014;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"21-25 lat";"2021";319979;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"21-25 lat";"2022";315383;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"21-25 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"26-30 lat";"2018";164258;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"26-30 lat";"2019";177574;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"26-30 lat";"2020";193673;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"26-30 lat";"2021";207479;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"26-30 lat";"2022";218008;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"26-30 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"31 lat i starsze";"2018";288723;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"31 lat i starsze";"2019";312238;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"31 lat i starsze";"2020";338513;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"31 lat i starsze";"2021";369146;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"31 lat i starsze";"2022";412633;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody osobowe";"31 lat i starsze";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"ogółem";"2018";244704;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"ogółem";"2019";252004;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"ogółem";"2020";260272;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"ogółem";"2021";268368;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"ogółem";"2022";274482;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"ogółem";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"do 1 roku";"2018";9240;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"do 1 roku";"2019";10100;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"do 1 roku";"2020";10063;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"do 1 roku";"2021";9905;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"do 1 roku";"2022";9654;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"do 1 roku";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"2 lata";"2018";5401;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"2 lata";"2019";4791;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"2 lata";"2020";5753;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"2 lata";"2021";5902;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"2 lata";"2022";4923;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"2 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"3 lata";"2018";4873;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"3 lata";"2019";5565;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"3 lata";"2020";5004;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"3 lata";"2021";5871;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"3 lata";"2022";5956;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"3 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"4-5 lat";"2018";9919;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"4-5 lat";"2019";10748;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"4-5 lat";"2020";11275;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"4-5 lat";"2021";11445;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"4-5 lat";"2022";11478;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"4-5 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"6-7 lat";"2018";10014;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"6-7 lat";"2019";9757;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"6-7 lat";"2020";11053;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"6-7 lat";"2021";11952;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"6-7 lat";"2022";12391;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"6-7 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"8-9 lat";"2018";14775;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"8-9 lat";"2019";14355;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"8-9 lat";"2020";11512;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"8-9 lat";"2021";10934;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"8-9 lat";"2022";11971;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"8-9 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"10-11 lat";"2018";17174;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"10-11 lat";"2019";15551;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"10-11 lat";"2020";15422;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"10-11 lat";"2021";15438;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"10-11 lat";"2022";12666;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"10-11 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"12-15 lat";"2018";31589;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"12-15 lat";"2019";32494;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"12-15 lat";"2020";34151;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"12-15 lat";"2021";34308;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"12-15 lat";"2022";36222;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"12-15 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"16-20 lat";"2018";43086;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"16-20 lat";"2019";42174;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"16-20 lat";"2020";40954;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"16-20 lat";"2021";39576;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"16-20 lat";"2022";39841;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"16-20 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"21-25 lat";"2018";28852;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"21-25 lat";"2019";32685;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"21-25 lat";"2020";36629;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"21-25 lat";"2021";39266;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"21-25 lat";"2022";39385;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"21-25 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"26-30 lat";"2018";19618;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"26-30 lat";"2019";19939;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"26-30 lat";"2020";20947;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"26-30 lat";"2021";22497;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"26-30 lat";"2022";24692;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"26-30 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"31 lat i starsze";"2018";50163;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"31 lat i starsze";"2019";53845;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"31 lat i starsze";"2020";57509;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"31 lat i starsze";"2021";61274;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"31 lat i starsze";"2022";65303;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"samochody ciężarowe";"31 lat i starsze";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"ogółem";"2018";10101;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"ogółem";"2019";10416;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"ogółem";"2020";10784;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"ogółem";"2021";11043;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"ogółem";"2022";11201;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"ogółem";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"do 1 roku";"2018";380;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"do 1 roku";"2019";346;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"do 1 roku";"2020";356;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"do 1 roku";"2021";238;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"do 1 roku";"2022";105;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"do 1 roku";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"2 lata";"2018";120;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"2 lata";"2019";197;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"2 lata";"2020";190;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"2 lata";"2021";198;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"2 lata";"2022";176;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"2 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"3 lata";"2018";105;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"3 lata";"2019";134;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"3 lata";"2020";198;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"3 lata";"2021";193;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"3 lata";"2022";198;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"3 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"4-5 lat";"2018";292;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"4-5 lat";"2019";310;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"4-5 lat";"2020";273;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"4-5 lat";"2021";358;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"4-5 lat";"2022";398;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"4-5 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"6-7 lat";"2018";229;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"6-7 lat";"2019";276;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"6-7 lat";"2020";344;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"6-7 lat";"2021";327;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"6-7 lat";"2022";303;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"6-7 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"8-9 lat";"2018";250;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"8-9 lat";"2019";224;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"8-9 lat";"2020";285;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"8-9 lat";"2021";347;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"8-9 lat";"2022";421;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"8-9 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"10-11 lat";"2018";518;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"10-11 lat";"2019";498;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"10-11 lat";"2020";349;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"10-11 lat";"2021";305;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"10-11 lat";"2022";372;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"10-11 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"12-15 lat";"2018";1395;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"12-15 lat";"2019";1415;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"12-15 lat";"2020";1462;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"12-15 lat";"2021";1329;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"12-15 lat";"2022";1130;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"12-15 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"16-20 lat";"2018";1823;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"16-20 lat";"2019";1708;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"16-20 lat";"2020";1725;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"16-20 lat";"2021";1774;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"16-20 lat";"2022";1854;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"16-20 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"21-25 lat";"2018";1318;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"21-25 lat";"2019";1438;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"21-25 lat";"2020";1530;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"21-25 lat";"2021";1678;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"21-25 lat";"2022";1653;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"21-25 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"26-30 lat";"2018";1202;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"26-30 lat";"2019";1129;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"26-30 lat";"2020";1028;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"26-30 lat";"2021";1002;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"26-30 lat";"2022";1117;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"26-30 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"autobusy";"31 lat i starsze";"2018";2469;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"31 lat i starsze";"2019";2741;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"31 lat i starsze";"2020";3044;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"31 lat i starsze";"2021";3294;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"31 lat i starsze";"2022";3474;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"autobusy";"31 lat i starsze";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"ogółem";"2018";20962;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"ogółem";"2019";22382;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"ogółem";"2020";23680;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"ogółem";"2021";25215;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"ogółem";"2022";26377;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"ogółem";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"do 1 roku";"2018";1635;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"do 1 roku";"2019";1680;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"do 1 roku";"2020";1232;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"do 1 roku";"2021";1275;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"do 1 roku";"2022";1613;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"do 1 roku";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"2 lata";"2018";704;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"2 lata";"2019";831;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"2 lata";"2020";1018;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"2 lata";"2021";816;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"2 lata";"2022";489;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"2 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"3 lata";"2018";677;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"3 lata";"2019";795;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"3 lata";"2020";867;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"3 lata";"2021";1121;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"3 lata";"2022";823;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"3 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"4-5 lat";"2018";1699;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"4-5 lat";"2019";1950;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"4-5 lat";"2020";2273;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"4-5 lat";"2021";2487;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"4-5 lat";"2022";2518;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"4-5 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"6-7 lat";"2018";2110;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"6-7 lat";"2019";1995;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"6-7 lat";"2020";2158;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"6-7 lat";"2021";2403;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"6-7 lat";"2022";2861;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"6-7 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"8-9 lat";"2018";979;"szt.";"";
