"Kod";"Nazwa";"Pojazdy";"Grupy wieku";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2400000;"ŚLĄSKIE";"motorowery";"2 lata";"2022";1756;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"2 lata";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"3 lata";"2018";1736;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"3 lata";"2019";1855;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"3 lata";"2020";3025;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"3 lata";"2021";1016;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"3 lata";"2022";1680;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"3 lata";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"4-5 lat";"2018";8021;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"4-5 lat";"2019";5261;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"4-5 lat";"2020";3672;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"4-5 lat";"2021";4909;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"4-5 lat";"2022";4081;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"4-5 lat";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"6-7 lat";"2018";14363;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"6-7 lat";"2019";12041;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"6-7 lat";"2020";7914;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"6-7 lat";"2021";5229;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"6-7 lat";"2022";3725;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"6-7 lat";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"8-9 lat";"2018";15493;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"8-9 lat";"2019";13225;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"8-9 lat";"2020";14093;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"8-9 lat";"2021";11798;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"8-9 lat";"2022";7789;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"8-9 lat";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"10-11 lat";"2018";31273;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"10-11 lat";"2019";26640;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"10-11 lat";"2020";15228;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"10-11 lat";"2021";12987;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"10-11 lat";"2022";13811;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"10-11 lat";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"12-15 lat";"2018";15283;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"12-15 lat";"2019";26423;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"12-15 lat";"2020";41309;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"12-15 lat";"2021";45137;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"12-15 lat";"2022";44941;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"12-15 lat";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"16-20 lat";"2018";6100;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"16-20 lat";"2019";6795;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"16-20 lat";"2020";8112;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"16-20 lat";"2021";11237;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"16-20 lat";"2022";16182;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"16-20 lat";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"21-25 lat";"2018";5570;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"21-25 lat";"2019";5926;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"21-25 lat";"2020";5909;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"21-25 lat";"2021";5934;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"21-25 lat";"2022";5898;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"21-25 lat";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"26-30 lat";"2018";13339;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"26-30 lat";"2019";8996;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"26-30 lat";"2020";5301;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"26-30 lat";"2021";4927;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"26-30 lat";"2022";5260;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"26-30 lat";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"motorowery";"31 lat i starsze";"2018";23138;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"31 lat i starsze";"2019";28504;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"31 lat i starsze";"2020";33849;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"31 lat i starsze";"2021";35785;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"31 lat i starsze";"2022";37109;"szt.";"";
2400000;"ŚLĄSKIE";"motorowery";"31 lat i starsze";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"ogółem";"2018";706786;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"ogółem";"2019";734901;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"ogółem";"2020";755456;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"ogółem";"2021";778148;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"ogółem";"2022";792965;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"ogółem";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"do 1 roku";"2018";12661;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"do 1 roku";"2019";12581;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"do 1 roku";"2020";10860;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"do 1 roku";"2021";9909;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"do 1 roku";"2022";10437;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"do 1 roku";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"2 lata";"2018";6872;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"2 lata";"2019";8412;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"2 lata";"2020";7916;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"2 lata";"2021";8062;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"2 lata";"2022";5814;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"2 lata";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"3 lata";"2018";6917;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"3 lata";"2019";7984;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"3 lata";"2020";9567;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"3 lata";"2021";9175;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"3 lata";"2022";8878;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"3 lata";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"4-5 lat";"2018";15388;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"4-5 lat";"2019";17902;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"4-5 lat";"2020";19412;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"4-5 lat";"2021";22236;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"4-5 lat";"2022";22603;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"4-5 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"6-7 lat";"2018";21502;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"6-7 lat";"2019";20602;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"6-7 lat";"2020";21091;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"6-7 lat";"2021";23971;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"6-7 lat";"2022";25066;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"6-7 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"8-9 lat";"2018";28623;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"8-9 lat";"2019";29672;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"8-9 lat";"2020";29153;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"8-9 lat";"2021";27435;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"8-9 lat";"2022";27443;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"8-9 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"10-11 lat";"2018";48921;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"10-11 lat";"2019";44034;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"10-11 lat";"2020";38322;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"10-11 lat";"2021";38802;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"10-11 lat";"2022";37407;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"10-11 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"12-15 lat";"2018";122919;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"12-15 lat";"2019";127134;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"12-15 lat";"2020";126135;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"12-15 lat";"2021";122239;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"12-15 lat";"2022";115605;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"12-15 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"16-20 lat";"2018";166727;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"16-20 lat";"2019";169388;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"16-20 lat";"2020";168946;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"16-20 lat";"2021";171002;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"16-20 lat";"2022";175028;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"16-20 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"21-25 lat";"2018";95169;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"21-25 lat";"2019";103624;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"21-25 lat";"2020";116950;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"21-25 lat";"2021";124714;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"21-25 lat";"2022";128365;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"21-25 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"26-30 lat";"2018";65927;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"26-30 lat";"2019";66895;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"26-30 lat";"2020";69387;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"26-30 lat";"2021";69675;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"26-30 lat";"2022";70558;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"26-30 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"31 lat i starsze";"2018";115160;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"31 lat i starsze";"2019";126673;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"31 lat i starsze";"2020";137717;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"31 lat i starsze";"2021";150928;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"31 lat i starsze";"2022";165761;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"31 lat i starsze";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"ogółem";"2018";128090;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"ogółem";"2019";131800;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"ogółem";"2020";135012;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"ogółem";"2021";138734;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"ogółem";"2022";140932;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"ogółem";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"do 1 roku";"2018";1890;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"do 1 roku";"2019";2100;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"do 1 roku";"2020";1853;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"do 1 roku";"2021";1766;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"do 1 roku";"2022";1685;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"do 1 roku";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"2 lata";"2018";1163;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"2 lata";"2019";1020;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"2 lata";"2020";1357;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"2 lata";"2021";1270;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"2 lata";"2022";989;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"2 lata";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"3 lata";"2018";1359;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"3 lata";"2019";1418;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"3 lata";"2020";1229;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"3 lata";"2021";1655;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"3 lata";"2022";1445;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"3 lata";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"4-5 lat";"2018";3448;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"4-5 lat";"2019";3783;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"4-5 lat";"2020";3439;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"4-5 lat";"2021";3427;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"4-5 lat";"2022";3550;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"4-5 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"6-7 lat";"2018";3978;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"6-7 lat";"2019";3713;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"6-7 lat";"2020";4361;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"6-7 lat";"2021";4760;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"6-7 lat";"2022";4445;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"6-7 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"8-9 lat";"2018";6835;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"8-9 lat";"2019";6774;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"8-9 lat";"2020";5048;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"8-9 lat";"2021";4588;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"8-9 lat";"2022";5130;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"8-9 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"10-11 lat";"2018";8021;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"10-11 lat";"2019";7443;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"10-11 lat";"2020";7656;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"10-11 lat";"2021";7717;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"10-11 lat";"2022";5854;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"10-11 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"12-15 lat";"2018";17113;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"12-15 lat";"2019";17346;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"12-15 lat";"2020";17698;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"12-15 lat";"2021";17620;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"12-15 lat";"2022";18345;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"12-15 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"16-20 lat";"2018";23649;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"16-20 lat";"2019";23622;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"16-20 lat";"2020";23399;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"16-20 lat";"2021";22634;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"16-20 lat";"2022";22769;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"16-20 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"21-25 lat";"2018";15055;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"21-25 lat";"2019";17103;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"21-25 lat";"2020";19165;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"21-25 lat";"2021";20882;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"21-25 lat";"2022";21269;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"21-25 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"26-30 lat";"2018";11575;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"26-30 lat";"2019";11211;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"26-30 lat";"2020";11138;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"26-30 lat";"2021";11337;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"26-30 lat";"2022";12336;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"26-30 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"31 lat i starsze";"2018";34004;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"31 lat i starsze";"2019";36267;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"31 lat i starsze";"2020";38669;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"31 lat i starsze";"2021";41078;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"31 lat i starsze";"2022";43115;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"31 lat i starsze";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"ogółem";"2018";4944;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"ogółem";"2019";5073;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"ogółem";"2020";5153;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"ogółem";"2021";5214;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"ogółem";"2022";5422;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"ogółem";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"do 1 roku";"2018";115;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"do 1 roku";"2019";94;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"do 1 roku";"2020";77;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"do 1 roku";"2021";36;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"do 1 roku";"2022";81;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"do 1 roku";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"2 lata";"2018";34;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"2 lata";"2019";76;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"2 lata";"2020";51;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"2 lata";"2021";68;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"2 lata";"2022";15;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"2 lata";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"3 lata";"2018";22;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"3 lata";"2019";40;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"3 lata";"2020";72;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"3 lata";"2021";43;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"3 lata";"2022";66;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"3 lata";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"4-5 lat";"2018";83;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"4-5 lat";"2019";53;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"4-5 lat";"2020";69;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"4-5 lat";"2021";119;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"4-5 lat";"2022";122;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"4-5 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"6-7 lat";"2018";92;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"6-7 lat";"2019";107;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"6-7 lat";"2020";86;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"6-7 lat";"2021";66;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"6-7 lat";"2022";73;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"6-7 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"8-9 lat";"2018";166;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"8-9 lat";"2019";131;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"8-9 lat";"2020";107;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"8-9 lat";"2021";131;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"8-9 lat";"2022";115;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"8-9 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"10-11 lat";"2018";227;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"10-11 lat";"2019";223;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"10-11 lat";"2020";185;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"10-11 lat";"2021";153;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"10-11 lat";"2022";161;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"10-11 lat";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"12-15 lat";"2018";536;"szt.";"";
