"Kod";"Nazwa";"Pojazdy";"Rodzaje paliwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"pozostałe";"2019";1583;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"pozostałe";"2020";1675;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"pozostałe";"2021";1723;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"pozostałe";"2022";1765;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
2000000;"PODLASKIE";"samochody osobowe";"benzyna";"2018";310804;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"benzyna";"2019";321172;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"benzyna";"2020";330100;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"benzyna";"2021";340264;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"benzyna";"2022";347487;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
2000000;"PODLASKIE";"samochody osobowe";"olej napędowy";"2018";206073;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"olej napędowy";"2019";216337;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"olej napędowy";"2020";225028;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"olej napędowy";"2021";233098;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"olej napędowy";"2022";237386;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
2000000;"PODLASKIE";"samochody osobowe";"gaz (LPG)";"2018";97180;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"gaz (LPG)";"2019";98134;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"gaz (LPG)";"2020";99385;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"gaz (LPG)";"2021";100270;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"gaz (LPG)";"2022";101532;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
2000000;"PODLASKIE";"samochody osobowe";"pozostałe";"2018";6430;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"pozostałe";"2019";10502;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"pozostałe";"2020";12298;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"pozostałe";"2021";15538;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"pozostałe";"2022";19380;"szt.";"";
2000000;"PODLASKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
2000000;"PODLASKIE";"samochody ciężarowe";"benzyna";"2018";17366;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"benzyna";"2019";17223;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"benzyna";"2020";17158;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"benzyna";"2021";17108;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"benzyna";"2022";17030;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
2000000;"PODLASKIE";"samochody ciężarowe";"olej napędowy";"2018";59354;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"olej napędowy";"2019";62238;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"olej napędowy";"2020";65214;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"olej napędowy";"2021";68356;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"olej napędowy";"2022";70800;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
2000000;"PODLASKIE";"samochody ciężarowe";"gaz (LPG)";"2018";4573;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"gaz (LPG)";"2019";4461;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"gaz (LPG)";"2020";4398;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"gaz (LPG)";"2021";4304;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"gaz (LPG)";"2022";4234;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
2000000;"PODLASKIE";"samochody ciężarowe";"pozostałe";"2018";6572;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"pozostałe";"2019";7054;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"pozostałe";"2020";7127;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"pozostałe";"2021";7226;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"pozostałe";"2022";7406;"szt.";"";
2000000;"PODLASKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
2000000;"PODLASKIE";"autobusy";"benzyna";"2018";77;"szt.";"";
2000000;"PODLASKIE";"autobusy";"benzyna";"2019";77;"szt.";"";
2000000;"PODLASKIE";"autobusy";"benzyna";"2020";75;"szt.";"";
2000000;"PODLASKIE";"autobusy";"benzyna";"2021";76;"szt.";"";
2000000;"PODLASKIE";"autobusy";"benzyna";"2022";76;"szt.";"";
2000000;"PODLASKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
2000000;"PODLASKIE";"autobusy";"olej napędowy";"2018";2309;"szt.";"";
2000000;"PODLASKIE";"autobusy";"olej napędowy";"2019";2352;"szt.";"";
2000000;"PODLASKIE";"autobusy";"olej napędowy";"2020";2386;"szt.";"";
2000000;"PODLASKIE";"autobusy";"olej napędowy";"2021";2436;"szt.";"";
2000000;"PODLASKIE";"autobusy";"olej napędowy";"2022";2475;"szt.";"";
2000000;"PODLASKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
2000000;"PODLASKIE";"autobusy";"gaz (LPG)";"2018";6;"szt.";"";
2000000;"PODLASKIE";"autobusy";"gaz (LPG)";"2019";6;"szt.";"";
2000000;"PODLASKIE";"autobusy";"gaz (LPG)";"2020";6;"szt.";"";
2000000;"PODLASKIE";"autobusy";"gaz (LPG)";"2021";6;"szt.";"";
2000000;"PODLASKIE";"autobusy";"gaz (LPG)";"2022";6;"szt.";"";
2000000;"PODLASKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
2000000;"PODLASKIE";"autobusy";"pozostałe";"2018";233;"szt.";"";
2000000;"PODLASKIE";"autobusy";"pozostałe";"2019";238;"szt.";"";
2000000;"PODLASKIE";"autobusy";"pozostałe";"2020";243;"szt.";"";
2000000;"PODLASKIE";"autobusy";"pozostałe";"2021";267;"szt.";"";
2000000;"PODLASKIE";"autobusy";"pozostałe";"2022";274;"szt.";"";
2000000;"PODLASKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
2000000;"PODLASKIE";"ciągniki siodłowe";"benzyna";"2018";24;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"benzyna";"2019";24;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"benzyna";"2020";24;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"benzyna";"2021";28;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"benzyna";"2022";29;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
2000000;"PODLASKIE";"ciągniki siodłowe";"olej napędowy";"2018";9746;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"olej napędowy";"2019";10383;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"olej napędowy";"2020";11194;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"olej napędowy";"2021";12408;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"olej napędowy";"2022";13861;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
2000000;"PODLASKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";27;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";28;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";28;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";28;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";27;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
2000000;"PODLASKIE";"ciągniki siodłowe";"pozostałe";"2018";1095;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"pozostałe";"2019";1250;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"pozostałe";"2020";1292;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"pozostałe";"2021";1393;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"pozostałe";"2022";1426;"szt.";"";
2000000;"PODLASKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
2200000;"POMORSKIE";"samochody osobowe";"benzyna";"2018";665048;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"benzyna";"2019";691996;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"benzyna";"2020";714095;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"benzyna";"2021";736307;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"benzyna";"2022";754350;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
2200000;"POMORSKIE";"samochody osobowe";"olej napędowy";"2018";498950;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"olej napędowy";"2019";521581;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"olej napędowy";"2020";541169;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"olej napędowy";"2021";557179;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"olej napędowy";"2022";564753;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
2200000;"POMORSKIE";"samochody osobowe";"gaz (LPG)";"2018";144474;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"gaz (LPG)";"2019";146769;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"gaz (LPG)";"2020";150220;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"gaz (LPG)";"2021";152644;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"gaz (LPG)";"2022";155382;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
2200000;"POMORSKIE";"samochody osobowe";"pozostałe";"2018";87024;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"pozostałe";"2019";95135;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"pozostałe";"2020";100631;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"pozostałe";"2021";110589;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"pozostałe";"2022";121797;"szt.";"";
2200000;"POMORSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
2200000;"POMORSKIE";"samochody ciężarowe";"benzyna";"2018";31280;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"benzyna";"2019";30844;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"benzyna";"2020";30546;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"benzyna";"2021";30329;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"benzyna";"2022";30177;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
2200000;"POMORSKIE";"samochody ciężarowe";"olej napędowy";"2018";127994;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"olej napędowy";"2019";133065;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"olej napędowy";"2020";138629;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"olej napędowy";"2021";145117;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"olej napędowy";"2022";149548;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
2200000;"POMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";6923;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";6814;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";6818;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";6827;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";6813;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
2200000;"POMORSKIE";"samochody ciężarowe";"pozostałe";"2018";29800;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"pozostałe";"2019";30803;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"pozostałe";"2020";30933;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"pozostałe";"2021";31140;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"pozostałe";"2022";31495;"szt.";"";
2200000;"POMORSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
2200000;"POMORSKIE";"autobusy";"benzyna";"2018";215;"szt.";"";
2200000;"POMORSKIE";"autobusy";"benzyna";"2019";213;"szt.";"";
2200000;"POMORSKIE";"autobusy";"benzyna";"2020";214;"szt.";"";
2200000;"POMORSKIE";"autobusy";"benzyna";"2021";214;"szt.";"";
2200000;"POMORSKIE";"autobusy";"benzyna";"2022";216;"szt.";"";
2200000;"POMORSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
2200000;"POMORSKIE";"autobusy";"olej napędowy";"2018";5671;"szt.";"";
2200000;"POMORSKIE";"autobusy";"olej napędowy";"2019";5881;"szt.";"";
2200000;"POMORSKIE";"autobusy";"olej napędowy";"2020";5971;"szt.";"";
2200000;"POMORSKIE";"autobusy";"olej napędowy";"2021";6142;"szt.";"";
2200000;"POMORSKIE";"autobusy";"olej napędowy";"2022";6367;"szt.";"";
2200000;"POMORSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
2200000;"POMORSKIE";"autobusy";"gaz (LPG)";"2018";5;"szt.";"";
2200000;"POMORSKIE";"autobusy";"gaz (LPG)";"2019";6;"szt.";"";
2200000;"POMORSKIE";"autobusy";"gaz (LPG)";"2020";5;"szt.";"";
2200000;"POMORSKIE";"autobusy";"gaz (LPG)";"2021";5;"szt.";"";
2200000;"POMORSKIE";"autobusy";"gaz (LPG)";"2022";7;"szt.";"";
2200000;"POMORSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
2200000;"POMORSKIE";"autobusy";"pozostałe";"2018";1685;"szt.";"";
2200000;"POMORSKIE";"autobusy";"pozostałe";"2019";1700;"szt.";"";
2200000;"POMORSKIE";"autobusy";"pozostałe";"2020";1717;"szt.";"";
2200000;"POMORSKIE";"autobusy";"pozostałe";"2021";1740;"szt.";"";
2200000;"POMORSKIE";"autobusy";"pozostałe";"2022";1785;"szt.";"";
2200000;"POMORSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
2200000;"POMORSKIE";"ciągniki siodłowe";"benzyna";"2018";109;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"benzyna";"2019";110;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"benzyna";"2020";110;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"benzyna";"2021";109;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"benzyna";"2022";107;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
2200000;"POMORSKIE";"ciągniki siodłowe";"olej napędowy";"2018";22471;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"olej napędowy";"2019";23694;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"olej napędowy";"2020";24747;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"olej napędowy";"2021";26118;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"olej napędowy";"2022";27562;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
2200000;"POMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";31;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";28;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";26;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";26;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";23;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
2200000;"POMORSKIE";"ciągniki siodłowe";"pozostałe";"2018";3173;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"pozostałe";"2019";3430;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"pozostałe";"2020";3574;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"pozostałe";"2021";3725;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"pozostałe";"2022";3719;"szt.";"";
2200000;"POMORSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"samochody osobowe";"benzyna";"2018";1591445;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"benzyna";"2019";1633040;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"benzyna";"2020";1664763;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"benzyna";"2021";1697246;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"benzyna";"2022";1718276;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"samochody osobowe";"olej napędowy";"2018";709621;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"olej napędowy";"2019";735505;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"olej napędowy";"2020";756193;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"olej napędowy";"2021";769729;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"olej napędowy";"2022";774113;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"samochody osobowe";"gaz (LPG)";"2018";330820;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"gaz (LPG)";"2019";335048;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"gaz (LPG)";"2020";339684;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"gaz (LPG)";"2021";339821;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"gaz (LPG)";"2022";343977;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"samochody osobowe";"pozostałe";"2018";18418;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"pozostałe";"2019";35034;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"pozostałe";"2020";42482;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"pozostałe";"2021";56368;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"pozostałe";"2022";73378;"szt.";"";
2400000;"ŚLĄSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"benzyna";"2018";66586;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"benzyna";"2019";65917;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"benzyna";"2020";64982;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"benzyna";"2021";64481;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"benzyna";"2022";64032;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"olej napędowy";"2018";214740;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"olej napędowy";"2019";221786;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"olej napędowy";"2020";229531;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"olej napędowy";"2021";238754;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"olej napędowy";"2022";245529;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";16194;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";16101;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";16020;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";15675;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";15531;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"pozostałe";"2018";31533;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"pozostałe";"2019";33444;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"pozostałe";"2020";33811;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"pozostałe";"2021";34134;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"pozostałe";"2022";34899;"szt.";"";
2400000;"ŚLĄSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"autobusy";"benzyna";"2018";389;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"benzyna";"2019";387;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"benzyna";"2020";386;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"benzyna";"2021";386;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"benzyna";"2022";385;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"autobusy";"olej napędowy";"2018";8223;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"olej napędowy";"2019";8404;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"olej napędowy";"2020";8459;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"olej napędowy";"2021";8432;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"olej napędowy";"2022";8495;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"autobusy";"gaz (LPG)";"2018";17;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"gaz (LPG)";"2019";18;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"gaz (LPG)";"2020";17;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"gaz (LPG)";"2021";17;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"gaz (LPG)";"2022";17;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"autobusy";"pozostałe";"2018";2998;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"pozostałe";"2019";3047;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"pozostałe";"2020";3148;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"pozostałe";"2021";3202;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"pozostałe";"2022";3259;"szt.";"";
2400000;"ŚLĄSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"benzyna";"2018";204;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"benzyna";"2019";203;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"benzyna";"2020";205;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"benzyna";"2021";207;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"benzyna";"2022";207;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"olej napędowy";"2018";34142;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"olej napędowy";"2019";36255;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"olej napędowy";"2020";37437;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"olej napędowy";"2021";39921;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"olej napędowy";"2022";42555;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";61;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";62;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";61;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";57;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";57;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"pozostałe";"2018";4660;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"pozostałe";"2019";4962;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"pozostałe";"2020";5081;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"pozostałe";"2021";5205;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"pozostałe";"2022";5227;"szt.";"";
2400000;"ŚLĄSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"benzyna";"2018";349859;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"benzyna";"2019";358879;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"benzyna";"2020";366572;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"benzyna";"2021";375631;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"benzyna";"2022";380971;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"olej napędowy";"2018";230740;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"olej napędowy";"2019";243378;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"olej napędowy";"2020";253570;"szt.";"";
