"Kod";"Nazwa";"Pojazdy";"Rodzaje paliwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0600000;"LUBELSKIE";"ciągniki siodłowe";"olej napędowy";"2020";19225;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"olej napędowy";"2021";21089;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"olej napędowy";"2022";23275;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
0600000;"LUBELSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";104;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";115;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";126;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";132;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";128;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
0600000;"LUBELSKIE";"ciągniki siodłowe";"pozostałe";"2018";2259;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"pozostałe";"2019";2423;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"pozostałe";"2020";2550;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"pozostałe";"2021";2577;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"pozostałe";"2022";2668;"szt.";"";
0600000;"LUBELSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"samochody osobowe";"benzyna";"2018";366312;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"benzyna";"2019";378496;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"benzyna";"2020";387769;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"benzyna";"2021";397812;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"benzyna";"2022";405370;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"samochody osobowe";"olej napędowy";"2018";212501;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"olej napędowy";"2019";225802;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"olej napędowy";"2020";236942;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"olej napędowy";"2021";246473;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"olej napędowy";"2022";252149;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"samochody osobowe";"gaz (LPG)";"2018";71972;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"gaz (LPG)";"2019";73072;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"gaz (LPG)";"2020";74104;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"gaz (LPG)";"2021";74491;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"gaz (LPG)";"2022";75096;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"samochody osobowe";"pozostałe";"2018";6910;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"pozostałe";"2019";9372;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"pozostałe";"2020";10558;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"pozostałe";"2021";12981;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"pozostałe";"2022";16124;"szt.";"";
0800000;"LUBUSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"samochody ciężarowe";"benzyna";"2018";16651;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"benzyna";"2019";16552;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"benzyna";"2020";16492;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"benzyna";"2021";16379;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"benzyna";"2022";16353;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"samochody ciężarowe";"olej napędowy";"2018";62570;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"olej napędowy";"2019";65679;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"olej napędowy";"2020";69075;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"olej napędowy";"2021";72949;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"olej napędowy";"2022";75578;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";2567;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";2539;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";2574;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";2565;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";2550;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"samochody ciężarowe";"pozostałe";"2018";10107;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"pozostałe";"2019";10535;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"pozostałe";"2020";10633;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"pozostałe";"2021";10804;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"pozostałe";"2022";10882;"szt.";"";
0800000;"LUBUSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"autobusy";"benzyna";"2018";143;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"benzyna";"2019";142;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"benzyna";"2020";142;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"benzyna";"2021";142;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"benzyna";"2022";142;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"autobusy";"olej napędowy";"2018";1957;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"olej napędowy";"2019";2033;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"olej napędowy";"2020";2103;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"olej napędowy";"2021";2187;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"olej napędowy";"2022";2266;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"autobusy";"gaz (LPG)";"2018";6;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"gaz (LPG)";"2019";6;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"gaz (LPG)";"2020";5;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"gaz (LPG)";"2021";5;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"gaz (LPG)";"2022";5;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"autobusy";"pozostałe";"2018";688;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"pozostałe";"2019";707;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"pozostałe";"2020";713;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"pozostałe";"2021";718;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"pozostałe";"2022";729;"szt.";"";
0800000;"LUBUSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"ciągniki siodłowe";"benzyna";"2018";31;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"benzyna";"2019";32;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"benzyna";"2020";33;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"benzyna";"2021";34;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"benzyna";"2022";33;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"ciągniki siodłowe";"olej napędowy";"2018";9790;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"olej napędowy";"2019";10571;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"olej napędowy";"2020";10973;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"olej napędowy";"2021";11988;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"olej napędowy";"2022";12701;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";13;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";12;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";13;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";12;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";10;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
0800000;"LUBUSKIE";"ciągniki siodłowe";"pozostałe";"2018";1445;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"pozostałe";"2019";1668;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"pozostałe";"2020";1981;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"pozostałe";"2021";2349;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"pozostałe";"2022";2282;"szt.";"";
0800000;"LUBUSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"samochody osobowe";"benzyna";"2018";798479;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"benzyna";"2019";824300;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"benzyna";"2020";843746;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"benzyna";"2021";865590;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"benzyna";"2022";878934;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"samochody osobowe";"olej napędowy";"2018";400942;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"olej napędowy";"2019";422757;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"olej napędowy";"2020";442237;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"olej napędowy";"2021";459997;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"olej napędowy";"2022";468250;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"samochody osobowe";"gaz (LPG)";"2018";307857;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"gaz (LPG)";"2019";310834;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"gaz (LPG)";"2020";314865;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"gaz (LPG)";"2021";314762;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"gaz (LPG)";"2022";315784;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"samochody osobowe";"pozostałe";"2018";12626;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"pozostałe";"2019";20935;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"pozostałe";"2020";24346;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"pozostałe";"2021";31348;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"pozostałe";"2022";39762;"szt.";"";
1000000;"ŁÓDZKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"benzyna";"2018";46654;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"benzyna";"2019";46345;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"benzyna";"2020";45802;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"benzyna";"2021";45461;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"benzyna";"2022";45195;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"olej napędowy";"2018";154469;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"olej napędowy";"2019";159709;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"olej napędowy";"2020";165263;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"olej napędowy";"2021";171085;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"olej napędowy";"2022";174612;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"gaz (LPG)";"2018";15242;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"gaz (LPG)";"2019";14989;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"gaz (LPG)";"2020";14868;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"gaz (LPG)";"2021";14526;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"gaz (LPG)";"2022";14309;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"pozostałe";"2018";16590;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"pozostałe";"2019";17651;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"pozostałe";"2020";17817;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"pozostałe";"2021";18043;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"pozostałe";"2022";18376;"szt.";"";
1000000;"ŁÓDZKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"autobusy";"benzyna";"2018";279;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"benzyna";"2019";277;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"benzyna";"2020";276;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"benzyna";"2021";277;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"benzyna";"2022";276;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"autobusy";"olej napędowy";"2018";5285;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"olej napędowy";"2019";5462;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"olej napędowy";"2020";5630;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"olej napędowy";"2021";5743;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"olej napędowy";"2022";5777;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"autobusy";"gaz (LPG)";"2018";8;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"gaz (LPG)";"2019";9;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"gaz (LPG)";"2020";10;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"gaz (LPG)";"2021";11;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"gaz (LPG)";"2022";11;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"autobusy";"pozostałe";"2018";1140;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"pozostałe";"2019";1174;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"pozostałe";"2020";1188;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"pozostałe";"2021";1195;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"pozostałe";"2022";1256;"szt.";"";
1000000;"ŁÓDZKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"benzyna";"2018";169;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"benzyna";"2019";168;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"benzyna";"2020";169;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"benzyna";"2021";168;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"benzyna";"2022";169;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"olej napędowy";"2018";22921;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"olej napędowy";"2019";24308;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"olej napędowy";"2020";25592;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"olej napędowy";"2021";27178;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"olej napędowy";"2022";28365;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";63;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";62;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";59;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";58;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";53;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"pozostałe";"2018";1929;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"pozostałe";"2019";2192;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"pozostałe";"2020";2365;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"pozostałe";"2021";2488;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"pozostałe";"2022";2430;"szt.";"";
1000000;"ŁÓDZKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"benzyna";"2018";1006402;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"benzyna";"2019";1042120;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"benzyna";"2020";1072700;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"benzyna";"2021";1106378;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"benzyna";"2022";1126743;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"olej napędowy";"2018";616635;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"olej napędowy";"2019";643317;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"olej napędowy";"2020";666491;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"olej napędowy";"2021";686027;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"olej napędowy";"2022";693988;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2018";258448;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2019";262657;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2020";267942;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2021";270463;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2022";274192;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"pozostałe";"2018";78002;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"pozostałe";"2019";92722;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"pozostałe";"2020";100311;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"pozostałe";"2021";114421;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"pozostałe";"2022";132173;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"benzyna";"2018";47262;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"benzyna";"2019";46773;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"benzyna";"2020";46108;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"benzyna";"2021";45827;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"benzyna";"2022";45517;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2018";196927;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2019";204999;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2020";213489;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2021";222951;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2022";229782;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";14615;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";14383;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";14371;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";14216;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";14140;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"pozostałe";"2018";26356;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"pozostałe";"2019";28285;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"pozostałe";"2020";28682;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"pozostałe";"2021";29177;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"pozostałe";"2022";30075;"szt.";"";
1200000;"MAŁOPOLSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"autobusy";"benzyna";"2018";487;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"benzyna";"2019";488;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"benzyna";"2020";488;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"benzyna";"2021";490;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"benzyna";"2022";490;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"autobusy";"olej napędowy";"2018";10163;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"olej napędowy";"2019";10287;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"olej napędowy";"2020";10174;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"olej napędowy";"2021";10116;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"olej napędowy";"2022";10161;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"autobusy";"gaz (LPG)";"2018";65;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"gaz (LPG)";"2019";65;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"gaz (LPG)";"2020";63;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"gaz (LPG)";"2021";64;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"gaz (LPG)";"2022";62;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"autobusy";"pozostałe";"2018";2155;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"pozostałe";"2019";2195;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"pozostałe";"2020";2220;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"pozostałe";"2021";2291;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"pozostałe";"2022";2319;"szt.";"";
1200000;"MAŁOPOLSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"benzyna";"2018";72;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"benzyna";"2019";72;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"benzyna";"2020";71;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"benzyna";"2021";73;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"benzyna";"2022";73;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2018";23280;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2019";24684;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2020";26123;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2021";28473;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2022";30158;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
