"Kod";"Nazwa";"Kierunki inwestowania";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2002";49439,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2003";19974,7;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2004";15659,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2005";10350,2;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2006";8356,5;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2007";5455,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2008";9743,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2009";2957,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2010";15828,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2011";131123,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2012";33139,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2013";22537,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2014";27534,7;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2015";59621,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2016";112565,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2017";21480,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2018";17041,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2019";39866,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2020";42313,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2021";34649,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2022";0,0;"tys. zł";"x";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2023";;"tys. zł";"n";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2000";37640,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2001";47795,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2002";12713,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2003";19629,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2004";10803,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2005";10346,2;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2006";8148,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2007";5455,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2008";9743,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2009";2957,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2010";15828,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2011";131123,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2012";33139,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2013";22537,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2014";27534,7;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2015";59621,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2016";112565,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2017";21480,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2018";17041,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2019";39866,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2020";42313,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2021";34649,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2022";0,0;"tys. zł";"x";
1000000;"ŁÓDZKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2023";;"tys. zł";"n";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2000";44169,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2001";90549,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2002";109066,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2003";103213,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2004";20547,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2005";148166,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2006";184192,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2007";239654,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2008";110197,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2009";48164,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2010";112585,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2011";189887,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2012";103330,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2013";129108,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2014";125944,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2015";59879,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2016";60183,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2017";109237,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2018";120983,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2019";178447,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2020";288253,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2021";231758,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2022";127370,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń  razem";"2023";;"tys. zł";"n";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2000";3024,5;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2001";3146,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2002";1799,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2003";10662,2;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2004";6520,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2005";16155,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2006";4759,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2007";64315,2;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2008";35768,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2009";36102,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2010";2436,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2011";1351,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2012";4623,2;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2013";10561,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2014";43678,7;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2015";20678,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2016";12753,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2017";6161,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2018";22554,7;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2019";33608,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2020";42657,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2021";39078,7;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2022";0,0;"tys. zł";"x";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń pyłowych";"2023";;"tys. zł";"n";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2000";41145,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2001";85980,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2002";107248,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2003";92551,7;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2004";13863,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2005";132010,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2006";179432,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2007";166190,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2008";67447,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2009";7255,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2010";110111,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2011";188535,2;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2012";98706,8;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2013";118547,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2014";82266,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2015";33566,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2016";23304,3;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2017";39287,4;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2018";87022,9;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2019";127219,1;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2020";245495,0;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2021";192483,6;"tys. zł";"";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2022";0,0;"tys. zł";"x";
1000000;"ŁÓDZKIE";"redukcja zanieczyszczeń gazowych";"2023";;"tys. zł";"n";
1200000;"MAŁOPOLSKIE";"ogółem";"2000";101883,9;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2001";115185,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2002";68134,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2003";91790,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2004";206991,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2005";115669,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2006";88258,3;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2007";136179,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2008";118740,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2009";44725,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2010";82046,5;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2011";143823,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2012";67897,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2013";164171,9;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2014";466423,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2015";460483,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2016";304070,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2017";173411,8;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2018";268662,9;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2019";144004,3;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2020";185493,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2021";207291,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2022";416627,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2023";;"tys. zł";"n";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2000";37614,5;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2001";90882,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2002";39118,5;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2003";68274,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2004";116737,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2005";60458,3;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2006";35230,5;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2007";47920,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2008";79024,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2009";11760,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2010";16056,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2011";65563,3;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2012";36420,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2013";65604,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2014";164635,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2015";176918,5;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2016";198429,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2017";79166,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2018";178241,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2019";50115,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2020";98318,8;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2021";121970,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2022";338313,5;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom razem";"2023";;"tys. zł";"n";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2000";29783,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2001";88880,3;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2002";29373,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2003";26329,9;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2004";20819,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2005";14686,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2006";18096,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2007";13446,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2008";12462,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2009";8974,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2010";8683,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2011";45847,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2012";9818,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2013";5731,9;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2014";95567,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2015";132721,8;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2016";160300,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2017";37007,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2018";86945,3;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2019";11696,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2020";60887,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2021";44885,5;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2022";0,0;"tys. zł";"x";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw";"2023";;"tys. zł";"n";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2000";26503,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2001";85823,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2002";23115,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2003";13790,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2004";16026,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2005";13306,9;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2006";17058,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2007";13446,2;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2008";12462,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2009";8974,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2010";8683,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2011";45847,4;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2012";9818,1;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2013";5731,9;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2014";95567,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2015";132721,8;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2016";160300,7;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2017";37007,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2018";86945,3;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2019";11696,0;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2020";60887,6;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2021";44885,5;"tys. zł";"";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2022";0,0;"tys. zł";"x";
1200000;"MAŁOPOLSKIE";"zapobieganie zanieczyszczeniom - nowe techniki i technologie spalania paliw, w tym modernizacja kotłowni i ciepłowni";"2023";;"tys. zł";"n";
