"Kod";"Nazwa";"Drogi dla rowerów i buspasy";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2019";1963,8;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2020";2163,2;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2021";2338,7;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2022";2589,0;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2023";;"km";"n";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2011";;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2012";;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2013";709,5;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2014";790,8;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2015";833,4;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2016";879,9;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2017";913,0;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2018";1115,1;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2019";1175,7;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2020";1302,4;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2021";1395,7;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2022";1524,5;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem gminy";"2023";;"km";"n";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2011";;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2012";;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2013";205,6;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2014";239,7;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2015";276,3;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2016";307,7;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2017";372,0;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2018";503,5;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2019";564,7;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2020";620,2;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2021";685,8;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2022";793,7;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem starostwa";"2023";;"km";"n";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2011";;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2012";;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2013";116,7;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2014";129,7;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2015";159,2;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2016";162,4;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2017";179,2;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2018";205,8;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2019";223,4;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2020";240,6;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2021";257,2;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2022";270,8;"km";"";
3000000;"WIELKOPOLSKIE";"będących pod zarządem urzędu marszałkowskiego";"2023";;"km";"n";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2011";2,33;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2012";2,75;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2013";3,46;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2014";3,89;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2015";4,25;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2016";4,53;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2017";4,91;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2018";6,12;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2019";6,58;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2020";7,25;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2021";7,84;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2022";8,68;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 100 km2";"2023";;"km";"n";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2011";232,8;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2012";274,8;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2013";345,9;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2014";389,0;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2015";425,4;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2016";452,6;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2017";490,9;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2018";611,7;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2019";658,4;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2020";725,3;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2021";784,1;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2022";868,0;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. km2";"2023";;"km";"n";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2011";2,01;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2012";2,37;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2013";2,98;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2014";3,34;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2015";3,65;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2016";3,88;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2017";4,20;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2018";5,22;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2019";5,61;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2020";6,17;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2021";6,68;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2022";7,41;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów na 10 tys. ludności";"2023";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2011";393,7;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2012";469,4;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2013";535,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2014";620,2;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2015";678,4;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2016";732,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2017";755,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2018";847,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2019";896,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2020";1016,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2021";1102,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2022";1243,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów ogółem";"2023";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2011";;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2012";;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2013";362,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2014";419,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2015";464,7;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2016";504,1;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2017";504,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2018";571,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2019";609,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2020";710,7;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2021";776,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2022";891,4;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem gminy";"2023";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2011";;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2012";;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2013";82,2;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2014";90,4;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2015";97,5;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2016";109,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2017";122,1;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2018";131,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2019";134,4;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2020";151,1;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2021";165,1;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2022";174,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem starostwa";"2023";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2011";;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2012";;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2013";90,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2014";110,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2015";116,2;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2016";118,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2017";128,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2018";145,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2019";152,5;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2020";154,5;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2021";160,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2022";177,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"będących pod zarządem urzędu marszałkowskiego";"2023";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2011";1,72;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2012";2,05;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2013";2,34;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2014";2,71;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2015";2,96;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2016";3,20;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2017";3,30;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2018";3,70;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2019";3,92;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2020";4,44;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2021";4,81;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2022";5,43;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 100 km2";"2023";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2011";172,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2012";205,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2013";234,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2014";270,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2015";296,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2016";320,1;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2017";329,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2018";370,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2019";391,5;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2020";443,7;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2021";481,1;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2022";542,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. km2";"2023";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2011";2,29;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2012";2,73;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2013";3,12;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2014";3,62;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2015";3,97;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2016";4,29;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2017";4,43;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2018";4,98;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2019";5,29;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2020";6,12;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2021";6,68;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2022";7,58;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"drogi dla rowerów na 10 tys. ludności";"2023";;"km";"n";
