"Kod";"Nazwa";"Drogi dla rowerów i buspasy";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2014";547,2;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2015";610,3;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2016";660,5;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2017";690,8;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2018";769,1;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2019";865,2;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2020";1005,6;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2021";1125,3;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2022";1093,2;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem gminy";"2023";;"km";"n";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2011";;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2012";;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2013";45,6;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2014";51,3;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2015";64,6;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2016";68,3;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2017";78,4;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2018";93,6;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2019";108,1;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2020";112,8;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2021";121,8;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2022";139,6;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem starostwa";"2023";;"km";"n";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2011";;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2012";;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2013";49,7;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2014";50,2;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2015";50,4;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2016";54,9;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2017";54,9;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2018";71,0;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2019";74,3;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2020";76,5;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2021";121,8;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2022";152,4;"km";"";
2400000;"ŚLĄSKIE";"będących pod zarządem urzędu marszałkowskiego";"2023";;"km";"n";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2011";4,54;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2012";5,07;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2013";4,85;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2014";5,26;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2015";5,88;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2016";6,35;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2017";6,68;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2018";7,57;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2019";8,49;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2020";9,69;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2021";11,10;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2022";11,23;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 100 km2";"2023";;"km";"n";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2011";454,1;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2012";506,5;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2013";484,9;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2014";526,0;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2015";588,1;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2016";635,4;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2017";668,2;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2018";757,1;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2019";849,4;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2020";968,9;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2021";1109,9;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2022";1123,1;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. km2";"2023";;"km";"n";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2011";1,21;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2012";1,35;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2013";1,30;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2014";1,41;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2015";1,59;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2016";1,72;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2017";1,81;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2018";2,06;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2019";2,32;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2020";2,71;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2021";3,13;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2022";3,19;"km";"";
2400000;"ŚLĄSKIE";"drogi dla rowerów na 10 tys. ludności";"2023";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2011";97,5;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2012";105,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2013";137,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2014";161,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2015";216,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2016";230,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2017";239,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2018";276,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2019";324,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2020";392,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2021";418,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2022";447,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów ogółem";"2023";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2011";;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2012";;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2013";66,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2014";80,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2015";96,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2016";106,4;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2017";108,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2018";112,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2019";124,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2020";164,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2021";183,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2022";198,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem gminy";"2023";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2011";;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2012";;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2013";17,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2014";26,4;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2015";30,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2016";30,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2017";38,3;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2018";38,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2019";41,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2020";45,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2021";49,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2022";61,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem starostwa";"2023";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2011";;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2012";;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2013";53,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2014";55,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2015";89,4;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2016";93,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2017";93,4;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2018";124,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2019";158,3;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2020";183,5;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2021";185,5;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2022";188,3;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"będących pod zarządem urzędu marszałkowskiego";"2023";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2011";0,83;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2012";0,90;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2013";1,18;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2014";1,38;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2015";1,85;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2016";1,97;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2017";2,05;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2018";2,36;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2019";2,77;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2020";3,35;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2021";3,58;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2022";3,82;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 100 km2";"2023";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2011";83,3;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2012";90,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2013";117,5;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2014";138,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2015";184,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2016";196,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2017";204,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2018";235,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2019";276,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2020";335,4;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2021";357,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2022";382,3;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. km2";"2023";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2011";0,76;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2012";0,83;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2013";1,08;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2014";1,28;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2015";1,72;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2016";1,84;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2017";1,92;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2018";2,22;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2019";2,63;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2020";3,27;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2021";3,53;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2022";3,80;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"drogi dla rowerów na 10 tys. ludności";"2023";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2011";212,3;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2012";251,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2013";272,6;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2014";379,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2015";481,8;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2016";508,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2017";500,9;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2018";553,9;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2019";634,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2020";677,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2021";743,6;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2022";802,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów ogółem";"2023";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2011";;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2012";;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2013";196,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2014";218,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2015";257,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2016";270,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2017";281,5;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2018";318,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2019";360,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2020";379,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2021";406,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2022";453,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem gminy";"2023";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2011";;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2012";;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2013";59,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2014";63,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2015";81,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2016";93,9;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2017";75,3;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2018";80,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2019";110,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2020";124,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2021";161,9;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2022";171,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem starostwa";"2023";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2011";;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2012";;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2013";17,5;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2014";97,6;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2015";143,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2016";144,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2017";144,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2018";155,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2019";163,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2020";173,5;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2021";175,5;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2022";177,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"będących pod zarządem urzędu marszałkowskiego";"2023";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2011";0,88;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2012";1,04;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2013";1,13;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2014";1,57;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2015";1,99;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2016";2,10;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2017";2,07;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2018";2,29;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2019";2,62;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2020";2,80;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2021";3,08;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2022";3,32;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 100 km2";"2023";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2011";87,8;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2012";103,8;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2013";112,8;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2014";156,8;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2015";199,3;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2016";210,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2017";207,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2018";229,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2019";262,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2020";280,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2021";307,6;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2022";331,9;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. km2";"2023";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2011";1,46;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2012";1,73;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2013";1,88;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2014";2,62;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2015";3,35;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2016";3,54;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2017";3,49;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2018";3,88;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2019";4,46;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2020";4,89;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2021";5,41;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2022";5,87;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"drogi dla rowerów na 10 tys. ludności";"2023";;"km";"n";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2011";694,3;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2012";819,5;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2013";1031,8;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2014";1160,2;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2015";1268,9;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2016";1350,0;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2017";1464,2;"km";"";
3000000;"WIELKOPOLSKIE";"drogi dla rowerów ogółem";"2018";1824,4;"km";"";
