Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Max;L. dni > 120 (S8max);26 maks (S8max);Per. S93.2 (S8max);AOT40 V-VII;SOMO35;Liczba pomiarów;Kompl. lato;Kompl. zima;Liczba kompletnych mies. letnich (IV-IX);Kompletno??;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[µg/m3];[µg/m3];[µg/m3]*h;[µg/m3]*d;(-);[%];[%];(-);[%];(-)
2000;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;72,4;2,0;190,0;41;132,3;133,3;25 643;7 070;7 939;87,0;94,0;3;90,4;0,9
2000;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelw05;O3;1g;50,8;1,0;197,0;22;118,5;119,4;16 771;4 544;8 339;96,0;94,0;6;94,9;1,0
2000;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;87,6;10,0;234,0;68;141,1;141,1;31 298;10 782;8 772;100,0;100,0;6;99,9;1,0
2000;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;56,9;2,0;175,0;30;121,6;124,8;20 694;5 931;7 699;98,0;77,0;5;87,6;1,3
2000;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;40,5;0,0;258,0;3;104,3;104,3;7 539;2 496;8 728;100,0;99,0;6;99,4;1,0
2000;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;40,8;1,0;150,0;4;95,9;97,4;4 764;2 119;7 972;90,0;92,0;4;90,8;1,0
2000;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;53,7;1,0;208,0;27;122,0;122,4;20 513;4 991;8 522;95,0;99,0;4;97,0;1,0
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;O3;1g;47,7;1,0;159,0;12;110,4;110,6;9 776;3 293;8 445;93,0;99,0;4;96,1;0,9
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;O3;1g;46,4;0,0;147,0;8;102,3;102,6;6 744;3 023;8 521;96,0;98,0;6;97,0;1,0
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;56,8;2,0;179,0;16;111,4;118,1;10 209;4 954;6 410;97,0;49,0;6;73,0;2,0
2000;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;60,7;1,0;193,0;19;112,4;112,5;14 984;4 671;8 613;100,0;96,0;6;98,1;1,0
2000;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;44,8;2,0;203,0;36;124,4;124,4;17 276;4 812;8 761;100,0;100,0;6;99,7;1,0
2000;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;O3;1g;61,7;1,0;183,0;46;133,5;133,6;22 030;7 188;8 025;93,0;90,0;4;91,4;1,0
2000;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;59,7;1,0;161,0;29;121,6;122,8;18 087;5 619;8 569;98,0;97,0;5;97,6;1,0
2000;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;54,8;6,0;159,0;27;121,0;124,8;18 111;4 912;7 755;89,0;87,0;3;88,3;1,0
2001;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;71,2;1,0;164,0;30;124,8;124,8;16 685;6 154;8 491;98,0;96,0;5;96,9;1,0
2001;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelw05;O3;1g;50,0;1,0;182,0;15;115,3;115,6;14 399;4 023;8 424;94,0;99,0;3;96,2;1,0
2001;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;78,7;4,0;156,0;39;127,0;127,0;14 604;8 455;8 728;100,0;100,0;6;99,6;1,0
2001;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;53,8;2,0;165,0;12;113,4;113,4;11 701;4 496;8 725;100,0;100,0;6;99,6;1,0
2001;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;41,8;0,0;162,0;1;97,1;97,5;6 821;2 489;8 583;100,0;96,0;6;98,0;1,1
2001;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;47,2;1,0;174,0;25;120,3;120,8;14 765;4 463;8 249;95,0;93,0;6;94,2;1,0
2001;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;52,7;1,0;157,0;12;111,5;112,1;11 390;4 032;8 625;98,0;99,0;5;98,5;1,0
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;62,6;0,0;179,0;21;119,0;119,1;20 386;6 147;8 524;97,0;98,0;5;97,3;1,0
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;O3;1g;56,1;0,0;175,0;16;114,6;114,9;16 582;5 173;8 391;96,0;95,0;5;95,8;1,0
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;58,1;0,0;167,0;5;105,1;105,3;7 219;3 879;8 522;98,0;97,0;6;97,3;1,0
2001;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;63,8;4,0;155,0;7;108,6;108,6;12 285;5 039;8 746;100,0;100,0;6;99,8;1,0
2001;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;42,8;2,0;155,0;20;113,8;114,1;11 409;3 630;8 584;96,0;100,0;5;98,0;1,0
2001;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;59,2;1,0;154,0;4;105,6;106,3;9 656;4 140;8 450;99,0;94,0;6;96,5;1,1
2001;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;56,6;2,0;171,0;20;118,0;118,6;16 563;5 385;7 963;93,0;88,0;5;90,9;1,1
2002;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;79,8;2,0;169,0;44;128,4;129,8;19 929;9 022;7 129;98,0;65,0;5;81,4;1,5
2002;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelw05;O3;1g;54,0;1,0;188,0;35;124,1;125,4;17 421;5 624;8 393;94,0;97,0;5;95,8;1,0
2002;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;80,4;2,0;155,0;47;127,5;127,5;16 620;9 043;8 751;100,0;100,0;6;99,9;1,0
2002;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;O3;1g;45,6;0,0;149,1;0;90,6;94,3;4 111;2 437;5 604;75,0;53,0;1;64,0;1,4
2002;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;58,2;2,0;158,0;39;126,5;126,5;18 292;6 350;8 753;100,0;100,0;6;99,9;1,0
2002;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;O3;1g;36,2;1,0;182,0;21;117,8;120,6;16 012;4 256;7 277;90,0;76,0;3;83,1;1,2
2002;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;45,6;0,0;176,0;17;113,4;113,6;10 611;4 159;8 516;100,0;95,0;6;97,2;1,1
2002;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;45,0;1,0;170,0;11;113,8;114,0;11 202;4 217;8 183;95,0;92,0;6;93,4;1,0
2002;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;59,5;2,0;173,0;44;127,9;128,6;22 433;6 803;8 512;96,0;99,0;5;97,2;1,0
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;54,7;0,0;155,0;12;109,4;113,1;7 011;4 369;6 911;89,0;69,0;3;78,9;1,3
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;O3;1g;55,4;0,0;164,0;11;110,0;110,0;5 974;4 788;8 660;99,0;99,0;6;98,9;1,0
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;56,8;1,0;159,0;13;108,3;108,3;3 999;3 940;8 586;98,0;98,0;6;98,0;1,0
2002;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;65,9;2,0;159,0;16;116,3;116,3;13 381;6 143;8 750;100,0;100,0;6;99,9;1,0
2002;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;44,7;3,0;174,0;21;118,8;118,8;15 577;4 948;8 734;100,0;99,0;6;99,7;1,0
2002;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;O3;1g;63,6;5,0;186,0;41;128,0;129,3;16 473;6 881;8 492;97,0;97,0;5;96,9;1,0
2002;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;62,4;1,0;159,0;40;127,0;127,1;16 080;6 831;8 388;99,0;92,0;6;95,8;1,1
2002;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;57,3;6,0;163,0;16;116,5;118,5;17 347;5 438;6 880;89,0;68,0;1;78,5;1,3
2003;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzar07;O3;1g;85,3;5,0;191,0;82;142,6;143,4;25 520;10 617;8 392;92,0;100,0;4;95,8;0,9
2003;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;79,6;2,0;193,0;73;138,1;138,6;24 629;9 337;8 094;89,0;96,0;4;92,4;0,9
2003;dolno?l?skie;PL0204;strefa dolno?l?ska;DsDzialoszyn;O3;1g;53,9;1,0;213,0;17;107,0;130,0;9 936;5 326;3 724;35,0;51,0;2;42,5;0,7
2003;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelw05;O3;1g;58,9;1,0;215,0;48;133,5;134,8;23 865;7 291;8 002;87,0;96,0;5;91,3;0,9
2003;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSnie04;O3;1g;85,3;4,0;206,0;48;132,5;137,8;18 323;10 302;6 169;63,0;78,0;3;70,4;0,8
2003;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;80,3;2,0;202,0;63;136,9;136,9;19 900;9 893;8 755;100,0;100,0;6;99,9;1,0
2003;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSoko08;O3;1g;77,8;5,0;190,0;63;134,9;135,6;21 612;8 694;8 255;91,0;97,0;4;94,2;0,9
2003;kujawsko-pomorskie;PL0402;miasto Toru?;KpTorunOPSIS;O3;1g;22,9;0,0;101,2;0;57,1;57,3;6;38;8 153;99,0;87,0;6;93,1;1,2
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWloclWSHE;O3;1g;8,9;0,0;47,6;0;20,2;22,9;0;0;5 588;68,0;60,0;3;63,8;1,1
2003;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;O3;1g;45,0;0,0;133,8;2;98,6;99,8;6 221;2 596;8 191;91,0;96,0;3;93,5;1,0
2003;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;56,9;2,0;162,0;25;120,3;120,3;18 274;6 125;8 753;100,0;100,0;6;99,9;1,0
2003;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;27,4;2,1;71,0;0;40,9;57,9;;0;1 459;0,0;33,0;0;16,7;0,0
2003;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;29,9;2,1;74,1;0;44,6;62,5;;7;1 453;0,0;33,0;0;16,6;0,0
2003;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;34,0;1,7;76,8;0;48,1;64,9;;20;1 330;0,0;30,0;0;15,2;0,0
2003;?ódzkie;PL1002;strefa ?ódzka;LdPiotrkWIOSABelzack;O3;1g;55,6;0,6;193,0;30;124,8;125,3;21 169;6 821;7 694;95,0;81,0;6;87,8;1,2
2003;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;O3;1g;50,5;0,0;212,0;59;131,6;139,8;27 146;8 462;7 285;92,0;74,0;3;83,2;1,3
2003;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;47,4;0,0;166,0;15;111,5;111,5;13 321;4 384;8 755;100,0;100,0;6;99,9;1,0
2003;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;44,8;1,0;156,0;10;110,0;110,9;13 219;3 895;7 980;98,0;84,0;6;91,1;1,2
2003;mazowieckie;PL1402;miasto P?ock;MzPlockPKN2;O3;1g;62,6;0,5;211,3;43;127,8;128,3;25 429;7 231;8 142;89,0;97,0;2;92,9;0,9
2003;mazowieckie;PL1402;miasto P?ock;MzPlockPKN3;O3;1g;49,3;0,1;157,6;8;104,4;107,5;8 370;3 688;7 631;93,0;81,0;4;87,1;1,2
2003;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;63,4;0,0;186,0;49;129,1;129,9;24 761;7 595;8 348;92,0;99,0;5;95,3;0,9
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;54,3;1,0;175,0;6;102,0;104,5;6 889;3 447;8 416;98,0;94,0;5;96,1;1,1
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;O3;1g;52,0;0,0;158,0;6;108,8;108,9;13 039;4 151;8 646;98,0;99,0;5;98,7;1,0
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;61,6;1,0;172,0;10;111,1;111,1;12 283;4 885;8 711;99,0;100,0;6;99,4;1,0
2003;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;66,7;4,0;182,0;15;113,0;113,0;16 367;6 086;8 756;100,0;100,0;6;100,0;1,0
2003;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;44,5;2,0;185,0;29;125,0;126,4;12 857;5 332;8 187;92,0;95,0;4;93,5;1,0
2003;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlSosnoSosn_narut;O3;1g;36,0;0,0;182,0;10;104,9;104,9;9 076;3 176;8 697;99,0;99,0;6;99,3;1,0
2003;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabrzZabr_wolno;O3;1g;40,5;1,0;186,0;23;119,0;119,0;14 551;4 488;8 724;100,0;100,0;6;99,6;1,0
2003;?l?skie;PL2405;strefa ?l?ska;SlKuzniGliw_wiejs;O3;1g;47,0;2,0;208,0;33;127,5;127,5;19 385;6 001;8 720;100,0;99,0;6;99,5;1,0
2003;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;O3;1g;73,7;4,0;193,0;114;157,5;157,9;41 724;11 738;8 563;96,0;99,0;5;97,8;1,0
2003;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkSwietKrzyz;O3;1g;77,6;5,0;183,0;45;132,3;132,7;22 305;8 681;8 676;99,0;100,0;6;99,0;1,0
2003;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;59,8;1,0;154,0;13;115,4;116,5;13 906;5 460;8 597;98,0;98,0;6;98,1;1,0
2003;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;57,6;6,0;201,0;33;124,5;125,8;15 879;6 247;8 500;99,0;95,0;6;97,0;1,1
2003;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczecinLukasza;O3;1g;50,2;1,0;172,0;19;114,5;118,8;15 960;5 002;7 809;95,0;83,0;5;89,1;1,2
2004;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzar07;O3;1g;78,6;4,0;154,0;31;122,1;122,9;16 312;7 900;8 076;92,0;92,0;4;91,9;1,0
2004;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;71,4;2,0;150,0;14;117,4;118,8;12 182;5 921;8 255;91,0;97,0;4;94,0;0,9
2004;dolno?l?skie;PL0204;strefa dolno?l?ska;DsDzialoszyn;O3;1g;57,4;1,0;144,0;3;89,9;102,8;7 976;3 286;3 599;37,0;45,0;1;41,0;0,8
2004;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelw05;O3;1g;52,6;1,0;181,0;16;114,5;116,9;10 748;4 225;7 897;82,0;98,0;2;89,9;0,8
2004;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSnie04;O3;1g;79,3;1,0;156,0;26;121,8;125,5;18 783;8 207;5 699;64,0;66,0;2;64,9;1,0
2004;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;69,7;2,0;150,0;17;112,3;112,3;10 493;6 230;8 776;100,0;100,0;6;99,9;1,0
2004;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSoko08;O3;1g;73,7;8,0;133,0;2;98,1;113,0;11 468;5 915;3 016;21,0;47,0;0;34,3;0,5
2004;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;25,6;0,0;94,2;0;58,0;64,0;0;45;4 970;63,0;50,0;3;56,6;1,3
2004;kujawsko-pomorskie;PL0402;miasto Toru?;KpTorunOPSIS;O3;1g;21,0;0,0;82,5;0;52,9;53,5;0;7;7 670;96,0;79,0;4;87,3;1,2
2004;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOpsis;O3;1g;32,2;0,1;142,6;1;76,6;80,5;875;764;7 203;79,0;85,0;1;82,0;0,9
2004;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWloclWSHE;O3;1g;18,1;0,0;113,0;0;54,2;56,1;0;5;7 784;99,0;79,0;6;88,6;1,3
2004;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;O3;1g;48,5;2,0;151,0;5;98,3;112,9;10 496;3 550;4 899;63,0;48,0;1;55,8;1,3
2004;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;O3;1g;39,9;3,0;131,0;0;85,5;86,4;1 937;1 216;7 788;97,0;81,0;5;88,7;1,2
2004;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;53,8;4,0;165,0;7;108,8;108,8;8 742;3 766;8 742;100,0;99,0;6;99,5;1,0
2004;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;O3;1g;46,1;20,0;533,0;1;58,6;75,8;;1 317;1 635;0,0;74,0;0;18,6;0,0
2004;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;59,5;4,0;157,0;16;115,4;116,0;13 822;5 823;8 372;94,0;96,0;5;95,3;1,0
2004;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;54,9;2,0;152,0;13;112,6;113,1;12 528;5 038;8 385;92,0;99,0;4;95,5;0,9
2004;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;61,2;3,0;169,0;21;117,0;118,9;14 305;6 151;7 926;87,0;93,0;4;90,2;0,9
2004;?ódzkie;PL1002;strefa ?ódzka;LdPiotrkWIOSABelzack;O3;1g;49,3;0,0;150,0;9;108,1;111,3;10 665;4 090;8 323;91,0;98,0;4;94,8;0,9
2004;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;37,6;2,0;78,0;0;48,3;68,1;;60;1 453;0,0;33,0;0;16,5;0,0
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;42,1;0,0;133,0;4;96,5;97,1;4 780;2 368;8 449;92,0;100,0;5;96,2;0,9
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;41,3;0,0;138,0;5;96,4;96,4;4 811;2 232;8 691;98,0;99,0;5;98,9;1,0
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;O3;1g;43,7;0,1;134,3;4;98,5;100,5;6 468;2 727;7 738;82,0;95,0;3;88,1;0,9
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;48,2;1,0;150,0;14;107,1;107,4;8 310;3 868;8 655;100,0;97,0;6;98,5;1,0
2004;mazowieckie;PL1402;miasto P?ock;MzPlockPKN2;O3;1g;52,3;2,5;137,1;7;103,1;104,8;8 415;3 654;7 464;78,0;92,0;4;85,0;0,9
2004;mazowieckie;PL1402;miasto P?ock;MzPlockPKN3;O3;1g;46,8;0,1;129,3;0;92,0;93,9;3 606;2 121;7 329;76,0;91,0;3;83,4;0,8
2004;mazowieckie;PL1403;miasto Radom;MzRadomPulask;O3;1g;33,1;0,1;87,4;0;64,8;65,4;31;64;8 456;98,0;94,0;6;96,3;1,1
2004;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;46,5;0,0;156,0;5;99,8;100,3;5 720;2 864;8 362;94,0;97,0;4;95,2;1,0
2004;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;56,8;0,0;168,0;13;112,8;112,9;11 349;5 009;8 640;97,0;99,0;5;98,4;1,0
2004;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;54,4;0,0;152,0;12;113,6;114,9;11 809;5 201;8 105;96,0;88,0;6;92,3;1,1
2004;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;47,5;0,0;144,0;11;107,4;107,4;9 033;4 033;8 619;98,0;98,0;6;98,1;1,0
2004;mazowieckie;PL1404;strefa mazowiecka;MzTluszczJKiel;O3;1g;53,6;0,0;155,0;12;112,5;112,6;10 968;4 862;8 622;99,0;97,0;6;98,2;1,0
2004;opolskie;PL1602;strefa opolska;OpKkozleSP10;O3;1g;60,3;6,6;139,7;0;;80,4;7 096;890;4 544;49,0;54,0;0;51,7;0,9
2004;opolskie;PL1602;strefa opolska;OpKkozleSP3;O3;1g;57,0;2,8;141,7;0;;68,7;6 749;34;4 334;49,0;50,0;0;49,3;1,0
2004;opolskie;PL1602;strefa opolska;OpKkozleSP7;O3;1g;70,7;10,9;166,4;0;;75,7;18 261;466;4 244;45,0;51,0;0;48,3;0,9
2004;opolskie;PL1602;strefa opolska;OpSkozleSP5;O3;1g;59,9;0,8;136,0;0;;70,7;6 694;72;4 233;49,0;47,0;0;48,2;1,0
2004;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialPulPie;O3;1g;36,3;0,0;112,0;0;63,1;72,0;;462;2 850;16,0;48,0;1;32,4;0,3
2004;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;35,9;0,0;110,0;0;65,1;74,6;;395;2 927;16,0;50,0;1;33,3;0,3
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;47,1;1,0;140,0;2;88,3;88,5;1 512;1 474;8 542;97,0;97,0;6;97,2;1,0
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;54,3;1,0;132,0;0;96,3;96,4;3 447;2 486;8 605;98,0;98,0;5;98,0;1,0
2004;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;60,4;0,0;142,0;4;103,1;103,1;8 527;3 947;8 775;100,0;100,0;6;99,9;1,0
2004;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;O3;1g;48,8;1,0;122,0;0;89,1;95,6;4 118;2 218;4 610;65,0;40,0;4;52,5;1,6
2004;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;45,3;3,0;165,0;8;102,9;104,6;6 372;3 422;7 469;99,0;71,0;6;85,0;1,4
2004;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlSosnoSosn_narut;O3;1g;26,2;0,0;151,0;3;86,5;86,8;1 459;1 017;8 425;96,0;95,0;5;95,9;1,0
2004;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabrzZabr_wolno;O3;1g;40,5;1,0;131,0;0;84,3;92,6;4 652;1 981;3 529;31,0;49,0;1;40,2;0,6
2004;?l?skie;PL2405;strefa ?l?ska;SlKuzniGliw_wiejs;O3;1g;36,2;1,0;97,0;0;61,1;74,1;;278;2 383;5,0;50,0;0;27,1;0,1
2004;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;O3;1g;64,2;5,0;172,0;41;127,8;128,3;19 024;7 369;8 423;98,0;93,0;6;95,9;1,1
2004;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkSwietKrzyz;O3;1g;76,5;3,0;166,0;46;130,3;130,3;17 363;8 945;8 778;100,0;100,0;6;99,9;1,0
2004;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;O3;1g;45,7;0,0;126,0;0;89,9;97,6;4 478;2 298;4 711;66,0;41,0;4;53,6;1,6
2004;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;O3;1g;45,2;0,0;118,0;0;85,5;96,4;5 106;1 989;4 345;50,0;48,0;2;49,5;1,0
2004;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;54,8;0,0;134,0;1;95,9;96,0;2 373;2 680;8 444;93,0;99,0;4;96,1;0,9
2004;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;55,2;1,0;146,0;4;104,0;110,1;8 259;4 629;5 233;57,0;62,0;2;59,6;0,9
2004;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczecinLukasza;O3;1g;41,5;0,0;122,0;0;87,3;88,1;1 779;1 370;8 524;95,0;99,0;4;97,0;1,0
2004;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;O3;1g;55,9;0,0;158,0;7;106,9;109,3;6 101;4 260;7 262;97,0;68,0;6;82,7;1,4
2005;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocBartni;O3;1g;52,8;0,0;165,0;31;123,8;127,6;23 236;7 247;6 317;84,0;60,0;0;72,1;1,4
2005;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;O3;1g;43,1;0,0;141,0;7;107,5;111,0;11 212;3 796;6 431;76,0;71,0;0;73,4;1,1
2005;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;O3;1g;53,5;1,0;167,0;21;116,4;119,8;15 702;5 102;7 739;78,0;99,0;0;88,3;0,8
2005;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzar07;O3;1g;82,5;2,0;161,0;54;134,5;136,1;22 912;9 286;8 340;94,0;96,0;0;95,2;1,0
2005;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;73,6;4,0;182,0;32;123,8;127,4;19 580;6 749;7 248;69,0;96,0;0;82,7;0,7
2005;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelw05;O3;1g;52,9;0,0;175,0;16;115,3;117,8;15 181;4 942;7 693;83,0;92,0;0;87,8;0,9
2005;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;O3;1g;49,2;0,0;167,0;21;118,5;119,9;15 657;5 579;7 723;99,0;77,0;0;88,2;1,3
2005;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSnie04;O3;1g;85,1;4,0;188,0;56;132,0;133,1;27 788;9 761;8 043;91,0;92,0;0;91,8;1,0
2005;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;74,7;0,0;168,0;21;117,4;117,9;11 332;7 437;8 308;91,0;99,0;0;94,8;0,9
