Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Max;L. dni > 120 (S8max);26 maks (S8max);Per. S93.2 (S8max);AOT40 V-VII;SOMO35;Liczba pomiarów;Kompl. lato;Kompl. zima;Liczba kompletnych mies. letnich (IV-IX);Kompletno??;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[µg/m3];[µg/m3];[µg/m3]*h;[µg/m3]*d;(-);[%];[%];(-);[%];(-)
2019;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;O3;1g;39,9;1,6;162,6;7;111,0;111,0;13 017;3 807;8 608;98,0;98,0;6;98,3;1,0
2019;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;O3;1g;51,9;1,0;181,2;15;113,6;113,7;16 820;5 129;8 509;97,0;97,0;5;97,1;1,0
2019;ma?opolskie;PL1203;strefa ma?opolska;MpKaszowLisz;O3;1g;52,4;1,7;179,8;27;120,9;121,6;20 614;5 711;8 570;99,0;97,0;6;97,8;1,0
2019;ma?opolskie;PL1203;strefa ma?opolska;MpSzarowSpok;O3;1g;50,8;1,7;178,0;17;115,3;115,3;17 739;5 036;8 626;99,0;98,0;6;98,5;1,0
2019;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;57,6;1,0;154,5;4;108,2;108,6;12 820;4 404;8 263;93,0;95,0;5;94,3;1,0
2019;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;O3;1g;54,9;1,0;173,8;14;114,8;114,8;14 971;4 866;8 653;99,0;98,0;6;98,8;1,0
2019;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;O3;1g;51,8;1,0;149,3;6;108,8;108,9;13 594;4 638;8 475;96,0;97,0;5;96,7;1,0
2019;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarChrosci;O3;1g;47,1;0,0;171,3;20;117,7;118,0;18 385;5 131;8 524;98,0;97,0;6;97,3;1,0
2019;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;O3;1g;44,1;0,0;145,9;8;108,2;108,7;9 651;3 396;8 702;99,0;99,0;6;99,3;1,0
2019;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;39,1;0,0;138,1;2;94,4;94,4;3 620;1 652;8 741;100,0;100,0;6;99,8;1,0
2019;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;49,1;0,6;149,7;10;113,6;113,9;11 900;4 387;8 476;99,0;94,0;6;96,8;1,1
2019;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;O3;1g;53,7;1,7;163,0;7;112,5;112,8;14 839;4 198;8 455;95,0;98,0;5;96,5;1,0
2019;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;O3;1g;55,0;2,2;154,6;15;114,9;114,9;15 061;4 611;8 704;99,0;100,0;6;99,4;1,0
2019;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;50,8;2,0;168,8;19;116,6;116,6;18 353;4 497;8 717;99,0;100,0;6;99,5;1,0
2019;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;57,5;1,6;161,8;12;115,3;115,3;14 076;4 862;8 699;99,0;99,0;6;99,3;1,0
2019;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;56,4;1,0;177,5;37;127,0;128,4;19 565;6 142;8 025;91,0;93,0;2;91,6;1,0
2019;mazowieckie;PL1404;strefa mazowiecka;MzGutyDuCzer;O3;1g;57,1;1,4;149,4;10;111,8;111,9;9 674;4 020;8 439;98,0;95,0;6;96,3;1,0
2019;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;52,7;0,1;161,0;25;120,5;120,7;17 537;5 299;8 482;100,0;94,0;6;96,8;1,1
2019;mazowieckie;PL1404;strefa mazowiecka;MzOtwoBrzozo;O3;1g;46,1;1,7;159,8;8;110,0;110,0;11 956;3 971;8 710;100,0;99,0;6;99,4;1,0
2019;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;O3;1g;46,5;0,3;156,8;14;115,1;115,2;13 538;4 337;8 619;100,0;97,0;6;98,4;1,0
2019;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;O3;1g;49,8;0,4;160,3;6;108,5;109,1;10 627;3 775;8 597;99,0;97,0;6;98,1;1,0
2019;opolskie;PL1602;strefa opolska;OpKKozBSmial;O3;1g;50,7;1,0;151,1;20;118,4;118,4;19 163;5 467;8 727;100,0;99,0;6;99,6;1,0
2019;opolskie;PL1602;strefa opolska;OpOlesSlowac;O3;1g;52,5;0,1;157,4;22;118,2;118,8;15 779;4 692;8 352;99,0;92,0;6;95,3;1,1
2019;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;O3;1g;47,8;0,0;147,3;6;105,4;105,4;9 194;3 548;8 734;100,0;100,0;6;99,7;1,0
2019;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;O3;1g;47,1;0,1;143,3;5;105,3;105,3;10 390;3 794;8 733;99,0;100,0;6;99,7;1,0
2019;podkarpackie;PL1802;strefa podkarpacka;PkKrempnaMPN;O3;1g;59,1;0,2;170,4;24;119,5;119,9;21 856;6 456;8 596;98,0;99,0;5;98,1;1,0
2019;podkarpackie;PL1802;strefa podkarpacka;PkMielBierna;O3;1g;53,1;0,1;182,2;17;116,9;117,2;19 310;5 040;8 429;93,0;100,0;5;96,2;0,9
2019;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;O3;1g;51,1;0,1;174,4;6;111,0;111,0;13 538;4 533;8 739;100,0;100,0;6;99,8;1,0
2019;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;O3;1g;53,8;0,1;156,2;19;117,7;118,0;17 820;6 045;8 643;98,0;100,0;5;98,7;1,0
2019;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;O3;1g;50,8;0,0;144,0;7;108,0;108,9;8 628;3 593;8 651;98,0;99,0;6;98,8;1,0
2019;podlaskie;PL2002;strefa podlaska;PdAugustoZdrMOB;O3;1g;54,2;1,0;142,0;7;111,6;111,6;10 686;4 216;8 658;99,0;99,0;6;98,8;1,0
2019;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;51,7;0,0;151,0;9;109,8;110,1;10 130;4 149;8 687;99,0;99,0;6;99,2;1,0
2019;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;O3;1g;47,8;0,1;149,3;2;93,3;93,3;2 739;2 154;8 672;100,0;98,0;6;99,0;1,0
2019;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;46,5;0,2;160,3;1;89,5;92,6;1 504;1 778;7 233;81,0;84,0;3;82,6;1,0
2019;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;57,2;0,3;164,8;5;106,6;107,2;6 652;3 703;8 504;100,0;95,0;6;97,1;1,1
2019;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzaf09N;O3;1g;52,6;0,3;157,9;6;98,9;100,1;4 446;2 806;8 554;98,0;98,0;6;97,6;1,0
2019;pomorskie;PL2202;strefa pomorska;PmKosTargo12;O3;1g;51,0;0,4;155,1;3;106,5;106,5;6 630;3 078;8 759;100,0;100,0;6;100,0;1,0
2019;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;62,0;1,0;169,6;17;112,9;112,9;9 022;4 369;8 757;100,0;100,0;6;100,0;1,0
2019;pomorskie;PL2202;strefa pomorska;PmLebMalcz16;O3;1g;43,7;0,3;148,6;2;90,5;90,5;2 840;1 293;8 565;100,0;96,0;6;97,8;1,1
2019;pomorskie;PL2202;strefa pomorska;PmLinieKos17;O3;1g;54,5;0,3;145,0;7;106,0;109,1;6 452;3 324;6 932;89,0;69,0;5;79,1;1,3
2019;pomorskie;PL2202;strefa pomorska;PmMalMicki15;O3;1g;51,0;0,5;147,6;5;101,0;101,7;5 348;2 920;7 650;100,0;75,0;6;87,3;1,3
2019;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;O3;1g;48,5;0,0;153,7;5;104,8;109,1;5 668;2 979;7 528;84,0;88,0;3;85,9;1,0
2019;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;O3;1g;48,2;0,4;178,8;20;119,0;119,0;17 791;5 019;8 752;100,0;100,0;6;99,9;1,0
2019;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;45,8;0,1;164,1;14;113,7;113,7;16 795;4 537;8 721;100,0;99,0;6;99,6;1,0
2019;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;O3;1g;47,0;1,0;152,2;16;114,5;114,5;16 477;4 722;8 744;100,0;100,0;6;99,8;1,0
2019;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;O3;1g;46,8;0,1;169,5;11;113,4;113,4;17 109;4 250;8 696;100,0;99,0;6;99,3;1,0
2019;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;O3;1g;57,5;2,7;157,9;13;111,4;111,4;14 201;4 839;8 751;100,0;100,0;6;99,9;1,0
2019;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;O3;1g;50,5;0,6;151,6;7;108,8;108,8;12 015;4 232;8 685;100,0;98,0;6;99,1;1,0
2019;?l?skie;PL2405;strefa ?l?ska;SlCiesMickie;O3;1g;57,1;1,5;155,9;4;106,4;106,4;11 883;4 041;8 716;100,0;99,0;6;99,5;1,0
2019;?l?skie;PL2405;strefa ?l?ska;SlUstronSana;O3;1g;62,7;0,9;160,9;8;112,2;112,5;15 605;5 075;8 625;99,0;98,0;6;98,5;1,0
2019;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;O3;1g;48,9;1,2;154,1;7;110,9;111,6;14 008;4 267;8 632;99,0;98,0;6;98,5;1,0
2019;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;O3;1g;59,8;2,5;189,4;21;119,1;119,1;18 842;5 850;8 748;100,0;100,0;6;99,9;1,0
2019;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielTargow;O3;1g;49,7;0,0;185,0;18;117,1;117,1;15 876;4 900;8 677;99,0;99,0;6;99,1;1,0
2019;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkNowiParkow;O3;1g;50,9;0,0;179,1;15;114,9;115,2;17 612;5 502;8 445;98,0;95,0;5;96,4;1,0
2019;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkPolaRuszcz;O3;1g;58,7;1,8;183,3;17;117,0;117,0;19 184;5 512;8 694;99,0;100,0;6;99,2;1,0
2019;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkSkarZielnaMOB;O3;1g;49,4;0,3;176,0;9;111,6;111,6;14 296;4 261;8 616;99,0;98,0;6;98,4;1,0
2019;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;O3;1g;51,6;0,6;144,0;8;106,8;106,8;7 952;3 531;8 604;100,0;97,0;6;98,2;1,0
2019;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;O3;1g;53,9;1,6;145,4;8;112,2;113,2;8 574;3 927;8 344;98,0;93,0;6;95,3;1,1
2019;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmElkStadion;O3;1g;55,5;0,3;134,9;1;108,7;108,7;8 741;3 647;8 739;100,0;100,0;6;99,8;1,0
2019;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;O3;1g;55,7;2,2;127,8;1;105,4;105,9;6 879;3 141;8 619;99,0;98,0;6;98,4;1,0
2019;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrPilsud;O3;1g;53,0;0,0;151,5;13;111,7;111,7;9 129;3 883;8 709;100,0;99,0;6;99,4;1,0
2019;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;57,0;1,0;146,1;12;111,1;111,7;8 284;4 168;8 467;99,0;94,0;6;96,7;1,1
2019;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;O3;1g;45,5;0,1;148,9;9;112,2;112,2;10 984;3 729;8 732;100,0;99,0;6;99,7;1,0
2019;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;O3;1g;52,8;0,2;158,1;21;118,1;119,1;17 871;4 946;8 515;95,0;100,0;5;97,2;1,0
2019;wielkopolskie;PL3003;strefa wielkopolska;WpBoroDrapal;O3;1g;47,0;0,2;155,9;9;109,6;109,6;10 264;3 423;8 750;100,0;100,0;6;99,9;1,0
2019;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;46,2;0,1;138,6;3;103,4;103,4;6 925;2 937;8 755;100,0;100,0;6;99,9;1,0
2019;wielkopolskie;PL3003;strefa wielkopolska;WpPiaskiKrzy;O3;1g;52,6;0,1;170,2;30;122,5;122,5;16 285;5 059;8 730;100,0;100,0;6;99,7;1,0
2019;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;O3;1g;50,4;0,1;176,0;15;111,9;114,8;10 315;3 797;8 256;99,0;89,0;6;94,2;1,1
2019;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszChopin;O3;1g;57,7;0,4;179,1;23;118,7;118,7;12 479;4 752;8 709;99,0;100,0;6;99,4;1,0
2019;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;O3;1g;55,5;0,3;174,0;24;118,8;118,8;13 685;4 720;8 738;100,0;100,0;6;99,7;1,0
2020;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocBartni;O3;1g;48,9;0,4;161,6;19;117,7;117,7;11394,9;5011,5;8738;99,0;100,0;6;99,5;1,0
2020;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;O3;1g;52,1;1,3;158,1;22;119,6;119,6;12301,0;5293,2;8664;99,0;98,0;6;98,6;1,0
2020;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;O3;1g;51,6;0,6;138,0;5;106,6;106,9;7316,9;3786,7;8410;93,0;99,0;5;95,7;0,9
2020;dolno?l?skie;PL0205;strefa dolno?l?ska_2;DsJelGorOgin;O3;1g;50,9;0,0;144,0;13;113,1;113,1;10396,4;4989,3;8718;99,0;99,0;6;99,2;1,0
2020;dolno?l?skie;PL0205;strefa dolno?l?ska_2;DsKlodzSzkol;O3;1g;45,0;0,0;137,8;4;106,4;106,4;6936,3;3597,0;8674;98,0;99,0;6;98,7;1,0
2020;dolno?l?skie;PL0205;strefa dolno?l?ska_2;DsLegAlRzecz;O3;1g;47,6;0,0;149,1;6;105,7;106,7;5407,0;3752,0;8628;98,0;98,0;6;98,2;1,0
2020;dolno?l?skie;PL0205;strefa dolno?l?ska_2;DsLubanMieszMOB;O3;1g;49,8;0,1;152,8;11;112,5;112,5;9630,3;4466,9;8732;99,0;100,0;6;99,4;1,0
2020;dolno?l?skie;PL0205;strefa dolno?l?ska_2;DsOlawZolnAK;O3;1g;50,3;2,5;152,8;11;109,6;109,6;8185,6;4230,1;8776;100,0;100,0;6;99,9;1,0
2020;dolno?l?skie;PL0205;strefa dolno?l?ska_2;DsOsieczow21;O3;1g;50,4;1,0;153,8;19;116,1;117,2;12521,4;5224,3;8563;98,0;97,0;6;97,5;1,0
2020;dolno?l?skie;PL0205;strefa dolno?l?ska_2;DsSniezkaObs;O3;1g;74,8;2,5;144,2;13;115,0;115,2;8155,0;6330,6;8658;100,0;97,0;6;98,6;1,0
2020;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;41,9;0,0;131,0;2;95,8;95,8;3491,1;2212,6;8755;99,0;100,0;6;99,7;1,0
2020;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;O3;1g;50,3;0,0;142,3;9;108,5;112,5;8648,4;4241,3;7741;81,0;95,0;4;88,1;0,9
2020;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclKalis;O3;1g;47,1;0,0;146,8;7;107,3;107,3;7236,3;3696,5;8746;100,0;99,0;6;99,6;1,0
2020;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;O3;1g;46,2;0,0;177,0;6;103,6;104,3;6130,0;2998,0;8602;97,0;99,0;5;97,9;1,0
2020;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKoniczynka;O3;1g;48,0;0,0;137,9;4;103,2;103,2;5139,4;3141,2;8777;100,0;100,0;6;99,9;1,0
2020;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;O3;1g;49,5;0,0;143,4;5;107,9;108,5;5982,5;3738,8;8443;98,0;94,0;5;96,1;1,1
2020;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;O3;1g;43,1;0,5;136,1;4;101,3;101,4;6458,1;2820,5;8649;100,0;97,0;6;98,5;1,0
2020;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;O3;1g;41,1;0,5;129,2;1;89,9;90,8;3175,3;1645,6;8426;97,0;95,0;5;95,9;1,0
2020;lubelskie;PL0602;strefa lubelska;LbFlorianRPN;O3;1g;50,2;0,3;134,1;2;99,8;100,6;5153,4;3085,7;8177;99,0;87,0;6;93,1;1,1
2020;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;41,5;0,0;127,1;0;88,9;88,9;1432,6;1454,5;8770;100,0;100,0;6;99,8;1,0
2020;lubelskie;PL0602;strefa lubelska;LbWilczopole;O3;1g;44,1;0,1;125,0;0;91,8;92,0;4448,3;1956,4;8344;92,0;98,0;5;95,0;0,9
2020;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;O3;1g;34,7;0,0;138,4;2;87,0;87,3;833,6;1135,7;8444;92,0;100,0;5;96,1;0,9
2020;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;O3;1g;55,1;0,1;143,9;9;108,0;112,4;7052,5;4192,8;7503;90,0;81,0;5;85,4;1,1
2020;lubuskie;PL0803;strefa lubuska;LuSmolBytnic;O3;1g;50,4;0,7;146,7;13;112,3;112,6;9478,4;4552,1;8684;98,0;99,0;5;98,9;1,0
2020;lubuskie;PL0803;strefa lubuska;LuSulecDudka;O3;1g;51,5;0,3;141,4;10;106,4;106,5;5641,1;3929,1;8108;85,0;100,0;3;92,3;0,9
2020;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;O3;1g;41,5;0,0;139,4;1;98,7;99,2;3536,9;2375,4;7929;81,0;100,0;4;90,3;0,8
2020;lubuskie;PL0803;strefa lubuska;LuZarySzyman;O3;1g;53,4;0,0;155,3;22;116,9;116,9;11859,8;5184,2;8708;100,0;98,0;6;99,1;1,0
2020;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;51,9;2,0;153,5;7;108,1;108,3;8012,3;3893,8;8670;100,0;98,0;6;98,7;1,0
2020;?ódzkie;PL1001;Aglomeracja ?ódzka;LdPabiKonsta;O3;1g;48,4;1,8;139,1;5;105,9;106,5;6546,5;3523,7;8352;100,0;90,0;6;95,1;1,1
2020;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;O3;1g;46,4;1,1;144,6;4;102,8;103,4;5785,8;3162,6;8652;99,0;98,0;6;98,5;1,0
2020;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;49,2;0,9;147,4;5;105,5;106,3;6824,5;3491,7;8276;92,0;97,0;2;94,2;1,0
2020;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;54,0;1,9;157,6;5;107,7;108,2;8584,7;4154,2;8704;99,0;99,0;6;99,1;1,0
2020;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;O3;1g;48,3;1,0;144,9;7;106,8;106,8;6084,9;3842,6;8698;100,0;98,0;6;99,0;1,0
2020;?ódzkie;PL1002;strefa ?ódzka;LdRadomsRoln;O3;1g;43,7;1,2;136,3;0;96,9;96,9;3260,2;2408,3;8746;100,0;99,0;6;99,6;1,0
2020;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;O3;1g;35,1;1,0;146,6;1;101,3;101,3;4129,7;2454,5;8612;99,0;97,0;6;98,0;1,0
2020;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;O3;1g;49,1;1,0;136,0;7;107,5;107,5;8422,1;3826,0;8714;98,0;100,0;6;99,2;1,0
2020;ma?opolskie;PL1203;strefa ma?opolska;MpKaszowLisz;O3;1g;48,1;1,0;148,5;9;111,8;111,8;9895,2;4382,3;8738;100,0;99,0;6;99,5;1,0
2020;ma?opolskie;PL1203;strefa ma?opolska;MpSzarowSpok;O3;1g;45,3;1,0;148,2;7;110,7;110,7;8875,1;3965,5;8768;100,0;100,0;6;99,8;1,0
2020;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;57,6;2,2;152,3;10;108,6;108,6;10213,4;4733,7;8704;99,0;99,0;6;99,1;1,0
2020;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;O3;1g;51,9;1,0;155,3;9;108,4;108,4;9661,8;4168,6;8696;99,0;99,0;6;99,0;1,0
2020;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;O3;1g;50,0;1,0;133,4;1;106,0;106,0;8508,6;4151,1;8688;98,0;99,0;6;98,9;1,0
2020;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarChrosci;O3;1g;43,6;0,1;152,4;7;107,0;107,6;8988,5;3454,2;8734;99,0;100,0;5;99,4;1,0
2020;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;O3;1g;38,9;0,4;154,5;2;92,3;92,3;2859,6;1562,7;8771;100,0;100,0;6;99,9;1,0
2020;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;38,5;0,0;145,0;1;91,0;91,0;1858,7;1448,7;8736;100,0;99,0;6;99,5;1,0
2020;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;43,6;0,0;148,4;5;99,1;101,4;6755,6;2645,6;8364;94,0;97,0;4;95,2;1,0
2020;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;O3;1g;45,1;0,6;149,2;1;93,9;93,9;2808,4;1681,3;8704;98,0;100,0;6;99,1;1,0
2020;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;44,1;1,0;133,9;1;97,4;98,3;4162,6;2304,4;8664;98,0;100,0;6;98,6;1,0
2020;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;51,1;0,4;136,1;6;102,7;102,9;6318,1;3393,1;8611;97,0;99,0;5;98,0;1,0
2020;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;46,4;0,7;141,8;6;105,8;107,2;6959,3;3687,0;7948;90,0;91,0;3;90,5;1,0
2020;mazowieckie;PL1404;strefa mazowiecka;MzGutyDuCzer;O3;1g;51,5;0,8;138,5;2;100,1;100,1;3482,8;2531,1;8768;100,0;100,0;6;99,8;1,0
2020;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;43,4;0,1;157,7;3;99,1;99,1;4836,8;2438,9;8743;100,0;99,0;6;99,5;1,0
2020;mazowieckie;PL1404;strefa mazowiecka;MzOtwoBrzozo;O3;1g;42,1;1,4;157,7;4;100,1;100,5;6187,2;2553,5;8652;99,0;98,0;6;98,5;1,0
2020;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;O3;1g;40,8;0,5;146,8;1;98,8;99,2;5161,5;2358,4;8574;100,0;95,0;6;97,6;1,1
2020;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;O3;1g;48,3;0,3;146,6;5;105,6;105,6;7006,2;3597,9;8760;100,0;99,0;6;99,7;1,0
2020;opolskie;PL1602;strefa opolska;OpKKozBSmial;O3;1g;45,9;0,2;145,3;7;107,3;107,3;7890,6;3732,0;8688;99,0;99,0;6;98,9;1,0
2020;opolskie;PL1602;strefa opolska;OpOlesSlowac;O3;1g;46,2;0,6;142,9;5;106,8;106,8;7588,1;3552,2;8778;100,0;100,0;6;99,9;1,0
2020;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;O3;1g;47,2;0,1;142,1;5;105,9;105,9;8979,6;3507,3;8734;99,0;100,0;6;99,4;1,0
2020;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;O3;1g;39,9;0,2;131,8;0;94,2;94,3;3887,6;2082,0;8444;97,0;95,0;5;96,1;1,0
2020;podkarpackie;PL1802;strefa podkarpacka;PkKrempnaMPN;O3;1g;50,9;0,1;135,3;5;105,9;106,8;6242,2;3675,7;8674;99,0;99,0;6;98,7;1,0
2020;podkarpackie;PL1802;strefa podkarpacka;PkMielBierna;O3;1g;43,8;0,0;139,5;3;101,3;101,3;6643,1;2948,0;8771;100,0;100,0;6;99,9;1,0
2020;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;O3;1g;44,1;0,1;137,1;5;104,8;104,9;4663,1;3175,5;8528;99,0;95,0;6;97,1;1,1
2020;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;O3;1g;51,4;1,6;139,5;6;109,0;109,1;10703,8;4841,6;8587;97,0;98,0;5;97,8;1,0
2020;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;O3;1g;44,6;0,0;141,0;1;94,8;95,0;4285,8;2305,9;8642;99,0;97,0;6;98,4;1,0
2020;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;42,7;0,0;121,0;0;94,5;95,3;4565,3;1961,3;8655;98,0;99,0;6;98,5;1,0
2020;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;O3;1g;46,8;0,2;127,3;0;91,6;93,7;2389,0;2013,9;8512;98,0;96,0;6;96,9;1,0
2020;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;54,3;0,6;133,5;1;100,1;100,4;3783,3;2845,8;8557;98,0;96,0;6;97,4;1,0
2020;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzaf09N;O3;1g;51,8;0,6;125,5;0;94,6;95,0;2819,9;2211,7;8401;96,0;95,0;6;95,6;1,0
2020;pomorskie;PL2202;strefa pomorska;PmKosTargo12;O3;1g;35,4;0,3;122,7;0;85,9;86,0;505,4;1034,8;8571;100,0;95,0;6;97,6;1,1
2020;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;59,2;0,8;139,2;4;101,0;101,0;5100,5;3515,4;8775;100,0;100,0;6;99,9;1,0
2020;pomorskie;PL2202;strefa pomorska;PmLebMalcz16;O3;1g;44,4;0,2;127,3;0;89,5;89,9;2515,0;1334,6;8167;86,0;100,0;4;93,0;0,9
2020;pomorskie;PL2202;strefa pomorska;PmLinieKos17;O3;1g;55,4;0,8;137,0;1;99,4;99,4;2454,3;2675,9;8770;100,0;100,0;6;99,8;1,0
2020;pomorskie;PL2202;strefa pomorska;PmMalMicki15;O3;1g;46,5;0,1;141,7;1;95,7;96,0;1390,4;1783,8;8213;99,0;88,0;6;93,5;1,1
2020;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;O3;1g;42,3;0,0;154,2;5;107,8;107,8;7929,5;3557,5;8753;99,0;100,0;6;99,6;1,0
2020;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;41,9;1,3;156,5;5;105,4;105,4;7380,2;3287,4;8773;100,0;100,0;6;99,9;1,0
