"Kod";"Nazwa";"Rodzaje zanieczyszczeń";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0800000;"LUBUSKIE";"tlenki azotu na 1 mieszkańca";"2018";3,0;"kg";"";
0800000;"LUBUSKIE";"tlenki azotu na 1 mieszkańca";"2019";4,0;"kg";"";
0800000;"LUBUSKIE";"tlenki azotu na 1 mieszkańca";"2020";2,8;"kg";"";
0800000;"LUBUSKIE";"tlenki azotu na 1 mieszkańca";"2021";2,8;"kg";"";
0800000;"LUBUSKIE";"tlenki azotu na 1 mieszkańca";"2022";2,5;"kg";"";
1000000;"ŁÓDZKIE";"ogółem";"1996";;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"1997";;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"1998";47408068;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"1999";43184329;"t/r";"M";
1000000;"ŁÓDZKIE";"ogółem";"2000";37993872;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2001";45114321;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2002";47141031;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2003";48654103;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2004";36674098;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2005";37525965;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2006";35296253;"t/r";"M";
1000000;"ŁÓDZKIE";"ogółem";"2007";34018320;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2008";36284730;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2009";34500316;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2010";35704615;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2011";39937712;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2012";40843590;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2013";42960764;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2014";41846309;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2015";42262639;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2016";40227708;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2017";43209358;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2018";43835731;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2019";38212645;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2020";35547424;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2021";39080181;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem";"2022";40817473;"t/r";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"1996";;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"1997";;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"1998";;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"1999";;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2000";;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2001";;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2002";;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2003";2670,51;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2004";2012,96;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2005";2059,72;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2006";1937,33;"t";"M";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2007";1867,19;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2008";1991,59;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2009";1893,64;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2010";1959,75;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2011";2192,09;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2012";2241,81;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2013";2358,02;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2014";2296,85;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2015";2319,70;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2016";2208,01;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2017";2371,66;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2018";2406,04;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2019";2097,41;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2020";1951,12;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2021";2145,02;"t";"";
1000000;"ŁÓDZKIE";"emisja ogółem na km2";"2022";2240,50;"t";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"1996";359399;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"1997";349122;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"1998";370274;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"1999";380587;"t/r";"M";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2000";327932;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2001";298026;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2002";264272;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2003";232201;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2004";230188;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2005";220800;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2006";201063;"t/r";"M";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2007";180804;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2008";144428;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2009";135556;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2010";166291;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2011";168863;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2012";162574;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2013";146623;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2014";155041;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2015";154176;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2016";107244;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2017";117692;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2018";125606;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2019";96984;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2020";110460;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2021";114342;"t/r";"";
1000000;"ŁÓDZKIE";"ogółem (bez dwutlenku węgla)";"2022";110861;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"1996";;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"1997";;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"1998";47037794;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"1999";42803742;"t/r";"M";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2000";37665940;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2001";44816295;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2002";46876759;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2003";48421902;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2004";36443910;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2005";37305165;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2006";35095190;"t/r";"M";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2007";33837516;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2008";36140302;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2009";34364760;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2010";35538324;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2011";39768849;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2012";40681016;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2013";42814141;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2014";41691268;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2015";42108463;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2016";40120464;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2017";43091666;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2018";43710125;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2019";38115661;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2020";35436964;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2021";38965839;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek węgla";"2022";40706612;"t/r";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"1996";;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"1997";;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"1998";;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"1999";;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2000";;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2001";;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2002";;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2003";63,3;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2004";61,5;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2005";58,4;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2006";52,3;"kg";"M";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2007";44,5;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2008";30,1;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2009";25,6;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2010";35,0;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2011";36,4;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2012";35,8;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2013";28,8;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2014";33,2;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2015";33,8;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2016";15,1;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2017";18,3;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2018";20,9;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2019";14,8;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2020";15,6;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2021";20,5;"kg";"";
1000000;"ŁÓDZKIE";"dwutlenek siarki na 1 mieszkańca";"2022";17,6;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"1996";;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"1997";;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"1998";;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"1999";;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2000";;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2001";;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2002";;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2003";18,5;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2004";19,3;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2005";20,6;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2006";20,1;"kg";"M";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2007";19,7;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2008";20,1;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2009";21,1;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2010";21,8;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2011";20,9;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2012";20,2;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2013";20,4;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2014";18,4;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2015";17,2;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2016";14,6;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2017";14,8;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2018";15,0;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2019";12,6;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2020";11,4;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2021";13,3;"kg";"";
1000000;"ŁÓDZKIE";"tlenki azotu na 1 mieszkańca";"2022";13,5;"kg";"";
1200000;"MAŁOPOLSKIE";"ogółem";"1996";;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"1997";;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"1998";13714274;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"1999";12956071;"t/r";"M";
1200000;"MAŁOPOLSKIE";"ogółem";"2000";13378283;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2001";12689174;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2002";12660893;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2003";13065652;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2004";13068620;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2005";13787910;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2006";15331657;"t/r";"M";
1200000;"MAŁOPOLSKIE";"ogółem";"2007";15510130;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2008";13292185;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2009";10640660;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2010";10475801;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2011";10974586;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2012";10581600;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2013";11001246;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2014";10238076;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2015";10841885;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2016";10059451;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2017";10927841;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2018";10483040;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2019";8996236;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2020";7002044;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2021";7647073;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem";"2022";7079274;"t/r";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"1996";;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"1997";;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"1998";;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"1999";;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2000";;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2001";;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2002";;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2003";860,15;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2004";860,34;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2005";907,70;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2006";1009,79;"t";"M";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2007";1021,55;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2008";875,46;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2009";700,83;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2010";689,97;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2011";722,82;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2012";696,94;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2013";724,58;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2014";674,31;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2015";714,08;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2016";662,55;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2017";719,74;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2018";690,45;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2019";592,52;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2020";461,18;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2021";503,66;"t";"";
1200000;"MAŁOPOLSKIE";"emisja ogółem na km2";"2022";466,23;"t";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"1996";307835;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"1997";270014;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"1998";222144;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"1999";197381;"t/r";"M";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2000";201515;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2001";189902;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2002";180883;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2003";174897;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2004";187495;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2005";179237;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2006";186481;"t/r";"M";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2007";183590;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2008";156212;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2009";139370;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2010";131207;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2011";134723;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2012";118873;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2013";108561;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2014";108963;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2015";103809;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2016";81805;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2017";87054;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2018";82763;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2019";70635;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2020";64879;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2021";61843;"t/r";"";
1200000;"MAŁOPOLSKIE";"ogółem (bez dwutlenku węgla)";"2022";63263;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"1996";;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"1997";;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"1998";13492130;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"1999";12758690;"t/r";"M";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2000";13176768;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2001";12499272;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2002";12480010;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2003";12890755;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2004";12881125;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2005";13608673;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2006";15145176;"t/r";"M";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2007";15326540;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2008";13135973;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2009";10501290;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2010";10344594;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2011";10839863;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2012";10462727;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2013";10892685;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2014";10129113;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2015";10738076;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2016";9977646;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2017";10840787;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2018";10400277;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2019";8925601;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2020";6937165;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2021";7585230;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek węgla";"2022";7016011;"t/r";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"1996";;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"1997";;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"1998";;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"1999";;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2000";;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2001";;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2002";;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2003";16,2;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2004";16,2;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2005";17,3;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2006";16,9;"kg";"M";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2007";17,2;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2008";10,5;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2009";8,5;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2010";8,8;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2011";8,6;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2012";8,5;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2013";8,9;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2014";8,8;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2015";9,0;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2016";3,7;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2017";3,8;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2018";3,3;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2019";2,4;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2020";1,7;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2021";1,9;"kg";"";
1200000;"MAŁOPOLSKIE";"dwutlenek siarki na 1 mieszkańca";"2022";1,5;"kg";"";
