"Kod";"Nazwa";"Rodzaje źródeł";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0600000;"LUBELSKIE";"elektrownie wodne";"2018";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie wodne";"2019";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie wodne";"2020";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie wodne";"2021";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie wodne";"2022";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie wodne";"2023";;"GWh";"n";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2000";629,2;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2001";695,1;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2002";2062,0;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2003";2139,4;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2004";2298,6;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2005";2292,5;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2006";1937,9;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2007";1664,3;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2008";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2009";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2010";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2011";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2012";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2013";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2014";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2015";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2016";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2017";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2018";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2019";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2020";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2021";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2022";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne ogółem";"2023";;"GWh";"n";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2000";19,0;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2001";17,4;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2002";1369,0;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2003";1590,5;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2004";1680,8;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2005";1618,4;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2006";1220,1;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2007";1004,9;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2008";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2009";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2010";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2011";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2012";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2013";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2014";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2015";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2016";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2017";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2018";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2019";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2020";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2021";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2022";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2023";;"GWh";"n";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2000";610,2;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2001";677,7;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2002";693,0;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2003";548,9;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2004";617,8;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2005";674,1;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2006";717,8;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2007";659,4;"GWh";"";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2008";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2009";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2010";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2011";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2012";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2013";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2014";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2015";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2016";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2017";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2018";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2019";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2020";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2021";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2022";0,0;"GWh";"x";
0600000;"LUBELSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2023";;"GWh";"n";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2000";;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2001";;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2002";;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2003";;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2004";;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2005";9,1;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2006";16,9;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2007";20,7;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2008";35,8;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2009";16,7;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2010";14,5;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2011";18,3;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2012";31,8;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2013";47,7;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2014";55,1;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2015";103,9;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2016";426,9;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2017";521,1;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2018";473,3;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2019";567,8;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2020";597,3;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2021";689,8;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2022";981,1;"GWh";"";
0600000;"LUBELSKIE";"z odnawialnych nośników energii";"2023";;"GWh";"n";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2000";;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2001";;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2002";;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2003";;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2004";;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2005";0,4;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2006";0,9;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2007";1,2;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2008";2,0;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2009";0,9;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2010";0,8;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2011";0,9;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2012";1,5;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2013";3,8;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2014";4,4;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2015";5,8;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2016";18,0;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2017";23,5;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2018";22,9;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2019";23,2;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2020";21,9;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2021";30,4;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2022";51,6;"%";"";
0600000;"LUBELSKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2023";;"%";"n";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2000";;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2001";;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2002";;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2003";47,4;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2004";46,1;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2005";44,9;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2006";37,8;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2007";31,8;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2008";32,7;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2009";34,4;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2010";36,9;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2011";38,4;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2012";37,9;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2013";22,5;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2014";21,5;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2015";30,6;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2016";39,5;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2017";35,6;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2018";32,6;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2019";39,9;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2020";45,1;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2021";35,7;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2022";32,2;"%";"";
0600000;"LUBELSKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2023";;"%";"n";
0800000;"LUBUSKIE";"ogółem";"2000";943,4;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2001";929,6;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2002";1020,0;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2003";945,0;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2004";1603,9;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2005";2181,4;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2006";2164,2;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2007";2214,2;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2008";2104,6;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2009";2211,9;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2010";2283,9;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2011";2393,6;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2012";2524,7;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2013";2532,4;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2014";2503,6;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2015";2502,9;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2016";2959,1;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2017";3321,4;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2018";3290,8;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2019";3375,8;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2020";3387,5;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2021";3410,7;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2022";3340,6;"GWh";"";
0800000;"LUBUSKIE";"ogółem";"2023";;"GWh";"n";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2000";;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2001";;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2002";;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2003";;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2004";;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2005";153,1;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2006";152,0;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2007";156,6;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2008";150,7;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2009";163,9;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2010";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2011";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2012";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2013";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2014";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2015";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2016";633,7;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2017";686,4;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2018";646,2;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2019";718,9;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2020";752,3;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2021";863,2;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2022";1189,2;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2023";;"GWh";"n";
0800000;"LUBUSKIE";"elektrownie wodne";"2000";137,9;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2001";160,2;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2002";170,0;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2003";113,7;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2004";117,5;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2005";152,5;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2006";150,8;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2007";155,0;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2008";147,4;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2009";158,8;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2010";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne";"2011";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne";"2012";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne";"2013";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne";"2014";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne";"2015";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie wodne";"2016";130,1;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2017";141,8;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2018";105,7;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2019";119,1;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2020";123,1;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2021";162,8;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2022";141,7;"GWh";"";
0800000;"LUBUSKIE";"elektrownie wodne";"2023";;"GWh";"n";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2000";805,5;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2001";769,4;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2002";849,0;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2003";830,1;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2004";1485,6;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2005";2028,3;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2006";2012,2;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2007";2057,6;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2008";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2009";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2010";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2011";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2012";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2013";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2014";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2015";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2016";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2017";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2018";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2019";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2020";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2021";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2022";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne ogółem";"2023";;"GWh";"n";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2000";748,9;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2001";716,8;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2002";794,0;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2003";783,1;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2004";1437,1;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2005";1996,0;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2006";1972,5;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2007";1926,2;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2008";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2009";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2010";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2011";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2012";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2013";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2014";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2015";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2016";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2017";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2018";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2019";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2020";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2021";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2022";0,0;"GWh";"x";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2023";;"GWh";"n";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2000";56,6;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2001";52,6;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2002";55,0;"GWh";"";
0800000;"LUBUSKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2003";47,0;"GWh";"";
