"Kod";"Nazwa";"Rodzaje źródeł";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2000";;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2001";;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2002";;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2003";64,5;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2004";67,0;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2005";60,3;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2006";54,7;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2007";56,4;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2008";54,6;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2009";57,5;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2010";53,2;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2011";55,9;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2012";52,6;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2013";46,5;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2014";38,3;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2015";54,5;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2016";49,2;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2017";47,5;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2018";43,1;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2019";48,5;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2020";62,4;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2021";75,9;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2022";38,2;"%";"";
1800000;"PODKARPACKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2023";;"%";"n";
2000000;"PODLASKIE";"ogółem";"2000";542,4;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2001";614,1;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2002";618,0;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2003";661,4;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2004";610,1;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2005";636,7;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2006";560,4;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2007";557,8;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2008";513,1;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2009";517,9;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2010";629,9;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2011";796,4;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2012";723,4;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2013";830,1;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2014";938,4;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2015";1213,7;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2016";1226,9;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2017";1186,1;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2018";1051,2;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2019";1297,2;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2020";1312,1;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2021";1445,6;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2022";1605,7;"GWh";"";
2000000;"PODLASKIE";"ogółem";"2023";;"GWh";"n";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2000";;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2001";;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2002";;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2003";;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2004";;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2005";8,1;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2006";8,8;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2007";9,9;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2008";16,5;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2009";52,8;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2010";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2011";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2012";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2013";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2014";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2015";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2016";478,3;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2017";521,2;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2018";459,0;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2019";658,8;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2020";682,9;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2021";757,6;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2022";955,7;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2023";;"GWh";"n";
2000000;"PODLASKIE";"elektrownie wodne";"2000";2,7;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2001";3,2;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2002";3,0;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2003";3,2;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2004";3,9;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2005";3,7;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2006";3,5;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2007";3,8;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2008";3,4;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2009";3,8;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2010";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne";"2011";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne";"2012";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne";"2013";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne";"2014";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne";"2015";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie wodne";"2016";3,5;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2017";3,7;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2018";3,2;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2019";3,0;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2020";2,7;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2021";3,1;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2022";2,6;"GWh";"";
2000000;"PODLASKIE";"elektrownie wodne";"2023";;"GWh";"n";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2000";539,2;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2001";609,6;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2002";612,0;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2003";655,6;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2004";602,6;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2005";628,6;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2006";551,6;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2007";547,9;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2008";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2009";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2010";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2011";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2012";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2013";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2014";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2015";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2016";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2017";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2018";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2019";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2020";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2021";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2022";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne ogółem";"2023";;"GWh";"n";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2000";527,5;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2001";602,8;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2002";602,0;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2003";644,1;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2004";590,0;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2005";615,4;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2006";535,9;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2007";535,2;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2008";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2009";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2010";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2011";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2012";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2013";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2014";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2015";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2016";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2017";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2018";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2019";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2020";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2021";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2022";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - zawodowe";"2023";;"GWh";"n";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2000";11,7;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2001";6,8;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2002";10,0;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2003";11,5;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2004";12,6;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2005";13,2;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2006";15,7;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2007";12,7;"GWh";"";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2008";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2009";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2010";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2011";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2012";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2013";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2014";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2015";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2016";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2017";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2018";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2019";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2020";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2021";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2022";0,0;"GWh";"x";
2000000;"PODLASKIE";"elektrownie cieplne konwencjonalne - przemysłowe";"2023";;"GWh";"n";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2000";;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2001";;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2002";;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2003";;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2004";;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2005";8,3;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2006";8,8;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2007";9,9;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2008";60,3;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2009";217,5;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2010";236,3;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2011";388,9;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2012";435,3;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2013";600,0;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2014";654,7;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2015";850,7;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2016";815,3;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2017";649,0;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2018";717,5;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2019";975,6;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2020";1047,5;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2021";1068,5;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2022";1290,0;"GWh";"";
2000000;"PODLASKIE";"z odnawialnych nośników energii";"2023";;"GWh";"n";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2000";;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2001";;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2002";;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2003";;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2004";;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2005";1,3;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2006";1,6;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2007";1,8;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2008";11,8;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2009";42,0;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2010";37,5;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2011";48,8;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2012";60,2;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2013";72,3;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2014";69,8;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2015";70,1;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2016";66,5;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2017";54,7;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2018";68,3;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2019";75,2;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2020";79,8;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2021";73,9;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2022";80,3;"%";"";
2000000;"PODLASKIE";"udział energii odnawialnej w produkcji energii elektrycznej ogółem";"2023";;"%";"n";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2000";;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2001";;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2002";;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2003";26,9;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2004";24,1;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2005";25,3;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2006";20,9;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2007";22,2;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2008";19,2;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2009";20,1;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2010";23,5;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2011";29,6;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2012";25,8;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2013";30,0;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2014";33,3;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2015";42,7;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2016";41,4;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2017";39,3;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2018";32,5;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2019";40,0;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2020";40,2;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2021";42,1;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2022";47,1;"%";"";
2000000;"PODLASKIE";"stosunek produkcji energii elektrycznej do zużycia energii elektrycznej";"2023";;"%";"n";
2200000;"POMORSKIE";"ogółem";"2000";3249,8;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2001";3337,1;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2002";3253,0;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2003";3340,9;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2004";3461,0;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2005";3403,5;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2006";2970,3;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2007";2948,2;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2008";2916,5;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2009";2763,1;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2010";3080,5;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2011";3252,8;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2012";3426,3;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2013";3675,3;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2014";3750,5;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2015";4243,4;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2016";4465,0;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2017";4533,6;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2018";4104,9;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2019";4686,1;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2020";5177,3;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2021";5628,2;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2022";6323,1;"GWh";"";
2200000;"POMORSKIE";"ogółem";"2023";;"GWh";"n";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2000";;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2001";;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2002";;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2003";;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2004";;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2005";1090,4;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2006";660,0;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2007";647,0;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2008";772,6;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2009";754,8;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2010";0,0;"GWh";"x";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2011";0,0;"GWh";"x";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2012";0,0;"GWh";"x";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2013";0,0;"GWh";"x";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2014";0,0;"GWh";"x";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2015";0,0;"GWh";"x";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2016";2018,3;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2017";2163,0;"GWh";"";
2200000;"POMORSKIE";"elektrownie wodne i na paliwa odnawialne ogółem";"2018";1829,0;"GWh";"";
