"Kod";"Nazwa";"Rodzaje zanieczyszczeń";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2013";2065;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2014";10442;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2015";9272;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2016";38;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2017";2389;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2018";1;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2019";11512;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2020";1392;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2021";1690;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2022";21;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"pyłowe";"2023";;"t/r";"n";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2000";11;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2001";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2002";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2003";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2004";240;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2005";401;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2006";195;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2007";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2008";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2009";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2010";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2011";39;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2012";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2013";750;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2014";1185;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2015";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2016";84;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2017";5600;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2018";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2019";0;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2020";398;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2021";976;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2022";5960;"t/r";"";
2600000;"ŚWIĘTOKRZYSKIE";"gazowe";"2023";;"t/r";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2000";4673;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2001";3249;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2002";309;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2003";51;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2004";618;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2005";196;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2006";58;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2007";13;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2008";130;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2009";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2010";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2011";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2012";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2013";65;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2014";672;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2015";5607;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2016";123;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2017";15;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2018";25;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2019";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2020";500;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2021";555;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2022";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"pyłowe";"2023";;"t/r";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2000";6112;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2001";1065;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2002";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2003";1;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2004";18;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2005";37;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2006";1;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2007";200;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2008";49;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2009";46;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2010";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2011";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2012";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2013";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2014";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2015";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2016";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2017";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2018";17;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2019";16;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2020";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2021";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2022";0;"t/r";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gazowe";"2023";;"t/r";"n";
3000000;"WIELKOPOLSKIE";"pyłowe";"2000";23028;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2001";23293;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2002";72;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2003";96;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2004";83;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2005";185;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2006";636;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2007";319;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2008";81;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2009";195;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2010";69;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2011";13547;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2012";421;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2013";1087;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2014";657;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2015";15505;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2016";42467;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2017";2160;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2018";782;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2019";69;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2020";1;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2021";5;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2022";31938;"t/r";"";
3000000;"WIELKOPOLSKIE";"pyłowe";"2023";;"t/r";"n";
3000000;"WIELKOPOLSKIE";"gazowe";"2000";1705;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2001";2058;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2002";491;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2003";47;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2004";90;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2005";97;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2006";16617;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2007";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2008";8996;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2009";766;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2010";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2011";1082;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2012";2;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2013";672;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2014";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2015";8252;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2016";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2017";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2018";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2019";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2020";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2021";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2022";0;"t/r";"";
3000000;"WIELKOPOLSKIE";"gazowe";"2023";;"t/r";"n";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2000";701;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2001";254;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2002";13;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2003";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2004";268;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2005";387;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2006";405;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2007";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2008";4930;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2009";84;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2010";52;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2011";25;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2012";166;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2013";21;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2014";277;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2015";92;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2016";62;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2017";7;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2018";1077;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2019";234;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2020";109;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2021";124;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2022";77;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"pyłowe";"2023";;"t/r";"n";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2000";14977;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2001";475;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2002";5;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2003";2456;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2004";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2005";2256;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2006";400;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2007";3300;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2008";7151;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2009";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2010";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2011";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2012";19840;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2013";9;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2014";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2015";2043;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2016";128;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2017";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2018";2024;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2019";771;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2020";1818;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2021";1508;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2022";0;"t/r";"";
3200000;"ZACHODNIOPOMORSKIE";"gazowe";"2023";;"t/r";"n";
