Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Maks;Liczba pomiarów;Kompletno?? ;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[%];(-)
2011;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;30,0;2,8;118,9;352;96,4;1,1
2011;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;PM2.5;1g;38,7;1,0;431,0;6157;70,3;0,7
2011;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;PM2.5;24g;29,2;1,0;133,0;334;91,5;1,1
2011;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PM2.5;1g;36,3;0,7;259,2;3682;42,0;0,8
2011;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;24g;31,6;6,0;164,0;336;92,1;0,9
2011;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;24g;30,6;2,9;131,0;317;86,8;1,0
2011;podkarpackie;PL1802;strefa podkarpacka;PkPrzemyslWIOSMick;PM2.5;1g;36,6;0,7;311,2;7493;85,5;1,0
2011;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;PM2.5;24g;20,9;3,3;116,6;241;66,0;2,1
2011;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;PM2.5;1g;27,1;0,0;309,0;7450;85,0;0,8
2011;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;33,0;1,9;186,8;285;78,1;0,9
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;PM2.5;1g;19,1;1,2;191,2;8268;94,4;1,1
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;17,3;5,0;128,0;342;93,7;1,1
2011;pomorskie;PL2202;strefa pomorska;Pm.63.wDSMm;PM2.5;24g;16,2;1,0;75,0;257;70,4;1,3
2011;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;PM2.5;24g;16,2;1,0;74,5;257;70,4;1,3
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;1g;35,6;1,0;525,0;8287;94,6;1,0
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;24g;34,2;5,0;256,0;355;97,3;1,1
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;1g;33,6;0,0;335,0;8202;93,6;1,0
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;24g;30,6;5,0;206,0;304;83,3;1,4
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;PM2.5;24g;45,3;5,0;222,0;299;81,9;0,8
2011;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlZorySikors;PM2.5;24g;33,0;5,0;196,0;325;89,0;1,2
2011;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielSterni;PM2.5;24g;33,8;5,0;195,0;350;95,9;1,1
2011;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoZana;PM2.5;24g;37,0;5,0;269,0;329;90,1;1,0
2011;?l?skie;PL2405;strefa ?l?ska;SlGodGliniki;PM2.5;24g;41,9;5,0;218,0;363;99,5;1,0
2011;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;24g;21,3;5,0;90,0;318;87,1;1,2
2011;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;1g;38,4;0,5;335,1;7931;90,5;0,9
2011;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;24g;34,9;5,2;167,3;363;99,5;1,0
2011;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkBuskRokosz;PM2.5;24g;29,8;3,6;121,1;320;87,7;0,9
2011;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;1g;20,8;0,0;428,0;8484;96,8;1,1
2011;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;24g;19,7;1,1;91,7;347;95,1;0,9
2011;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;PM2.5;24g;17,7;1,8;99,7;342;93,7;1,2
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;PM2.5;24g;18,6;0,9;103,0;299;81,9;0,9
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;PM2.5;24g;12,7;1,8;58,3;339;92,9;1,2
2011;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;PM2.5;1g;30,0;0,7;274,2;8496;97,0;1,0
2011;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;PM2.5;24g;27,5;4,7;168,5;349;95,6;1,0
2011;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;1g;33,4;0,1;344,9;8544;97,5;1,0
2011;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;24g;33,5;5,2;214,6;360;98,6;1,0
2011;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;PM2.5;1g;15,7;0,0;140,0;7481;85,4;1,0
2011;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;PM2.5;24g;15,9;1,4;93,8;355;97,3;1,0
2011;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;PM2.5;1g;21,7;1,0;149,0;6724;76,8;1,5
2011;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM2.5;24g;12,7;1,2;61,3;354;97,0;1,1
2011;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM2.5;24g;23,2;2,0;113,9;363;99,5;1,0
2011;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM2.5;24g;17,7;1,5;84,3;325;89,0;1,1
2012;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;PM2.5;1g;30,7;2,0;227,0;7853;89,4;1,0
2012;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;PM2.5;24g;30,7;5,4;190,9;347;94,8;1,0
2012;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocNaGrob;PM2.5;24g;26,8;1,0;208,0;362;98,9;1,0
2012;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;PM2.5;24g;25,6;5,0;188,0;318;86,9;1,0
2012;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;PM2.5;24g;22,4;2,0;214,0;360;98,4;1,0
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsOsieczow21;PM2.5;24g;17,0;2,0;120,0;360;98,4;1,0
2012;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydBerling;PM2.5;24g;18,6;1,6;146,6;323;88,3;1,3
2012;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;PM2.5;1g;13,1;1,0;126,1;2809;32,0;2,2
2012;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;PM2.5;1g;22,1;1,0;541,5;6065;69,0;1,3
2012;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;PM2.5;1g;15,8;1,0;178,5;6413;73,0;1,8
2012;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;PM2.5;24g;14,7;2,8;78,2;307;83,9;1,4
2012;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclSiels;PM2.5;24g;21,7;5,2;87,3;281;76,8;1,0
2012;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWiktorowoG;PM2.5;1g;20,3;1,2;173,8;2900;33,0;0,6
2012;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;PM2.5;24g;15,5;1,9;85,6;343;93,7;1,0
2012;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;PM2.5;24g;22,4;3,0;201,0;340;92,9;0,9
2012;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;PM2.5;24g;21,6;5,0;183,0;337;92,1;1,1
2012;lubelskie;PL0602;strefa lubelska;LbChelJagiel;PM2.5;24g;20,4;2,5;191,0;314;85,8;1,0
2012;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;PM2.5;24g;20,9;2,5;198,7;365;99,7;1,0
2012;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;PM2.5;24g;16,9;1,5;88,6;308;84,2;0,9
2012;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;1g;24,5;0,0;202,0;7936;90,3;1,1
2012;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;24g;16,9;3,3;75,0;363;99,2;1,0
2012;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;PM2.5;24g;20,4;1,8;125,4;350;95,6;0,9
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;1g;28,9;1,0;336,0;8297;94,5;1,0
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;24g;24,5;4,2;137,0;332;90,7;0,9
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;PM2.5;1g;29,7;0,0;375,0;8423;95,9;1,0
2012;?ódzkie;PL1002;strefa ?ódzka;LdPioTrSienk;PM2.5;24g;34,0;4,9;225,0;361;98,6;1,0
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;PM2.5;1g;46,2;3,0;417,0;7201;82,0;1,6
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;PM2.5;24g;46,1;8,2;314,2;298;81,4;1,6
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;1g;34,7;3,0;344,0;8570;97,6;1,0
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;24g;41,3;6,0;306,0;365;99,7;1,0
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;PM2.5;1g;37,6;3,0;369,0;7779;88,6;0,9
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;PM2.5;24g;38,0;4,1;243,4;313;85,5;0,9
2012;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;PM2.5;24g;33,8;5,0;425,0;340;92,9;1,0
2012;ma?opolskie;PL1203;strefa ma?opolska;MpBochKonfed;PM2.5;24g;34,3;6,0;268,0;267;73,0;0,8
2012;ma?opolskie;PL1203;strefa ma?opolska;MpNoSaczNadb;PM2.5;24g;42,7;6,0;258,0;365;99,7;1,0
2012;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;PM2.5;24g;32,5;6,0;225,0;328;89,6;0,9
2012;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;PM2.5;24g;34,5;4,0;234,0;344;94,0;1,0
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;PM2.5;1g;25,1;0,5;264,9;7219;82,2;1,4
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;PM2.5;24g;25,6;3,8;204,3;341;93,2;1,1
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;1g;28,7;0,5;293,9;8670;98,7;1,0
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;24g;28,7;5,5;159,0;361;98,6;1,0
2012;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;PM2.5;24g;24,1;2,9;118,6;318;86,9;0,9
2012;mazowieckie;PL1403;miasto Radom;MzRadHallera;PM2.5;24g;24,9;3,8;218,3;349;95,4;1,1
2012;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;PM2.5;24g;28,7;5,8;216,8;343;93,7;1,0
2012;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;PM2.5;1g;29,2;0,5;522,4;8281;94,3;1,0
2012;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;PM2.5;24g;25,9;3,0;242,0;360;98,4;1,0
2012;opolskie;PL1602;strefa opolska;OpKKozBSmial;PM2.5;1g;30,1;0,0;419,0;6927;78,9;1,3
2012;opolskie;PL1602;strefa opolska;OpKluczMicki;PM2.5;24g;25,1;2,5;201,0;281;76,8;1,0
2012;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;28,4;5,8;334,0;355;97,0;1,0
2012;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;PM2.5;1g;29,0;0,0;487,0;6827;77,7;1,3
2012;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;PM2.5;24g;25,5;5,7;172,0;338;92,3;1,1
2012;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PM2.5;1g;29,8;0,9;354,8;7308;83,2;1,2
2012;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;24g;32,3;6,4;260,0;318;86,9;0,8
2012;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;24g;20,8;4,1;217,0;231;63,1;1,8
2012;podkarpackie;PL1802;strefa podkarpacka;PkPrzemyslWIOSMick;PM2.5;1g;39,3;1,3;439,4;7052;80,3;1,6
2012;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;PM2.5;24g;22,3;4,6;139,2;358;97,8;1,0
2012;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;PM2.5;1g;24,7;0,0;430,0;8512;96,9;1,0
2012;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;33,2;2,6;171,7;309;84,4;0,9
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;PM2.5;1g;14,1;1,1;162,8;8648;98,5;1,0
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;16,2;3,0;90,0;354;96,7;1,0
2012;pomorskie;PL2202;strefa pomorska;Pm.63.wDSMm;PM2.5;24g;17,3;1,0;73,0;228;62,3;0,6
2012;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;1g;33,7;0,1;766,0;8358;95,2;1,0
2012;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;24g;28,0;3,0;176,0;313;85,5;1,0
2012;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;PM2.5;24g;17,3;1,0;73,0;228;62,3;0,6
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;1g;36,5;0,0;576,0;8459;96,3;1,0
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;24g;33,9;5,0;246,0;345;94,3;1,1
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;1g;34,9;1,0;539,0;8271;94,2;1,1
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;24g;34,6;5,0;330,0;364;99,5;1,0
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;PM2.5;24g;38,8;5,0;341,0;361;98,6;1,0
2012;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlZorySikors;PM2.5;24g;32,6;5,0;354,0;310;84,7;0,7
2012;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielSterni;PM2.5;24g;34,3;5,0;246,0;322;88,0;0,8
2012;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoZana;PM2.5;24g;30,2;5,0;240,0;330;90,2;1,0
2012;?l?skie;PL2405;strefa ?l?ska;SlGodGliniki;PM2.5;24g;39,9;5,0;207,0;354;96,7;1,0
2012;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;24g;17,9;5,0;116,0;279;76,2;1,7
2012;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;1g;29,9;0,0;541,3;8157;92,9;1,1
2012;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;24g;40,3;5,1;218,2;171;46,7;0,2
2012;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkBuskRokosz;PM2.5;24g;26,1;6,5;182,5;362;98,9;1,0
2012;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkPolaRuszcz;PM2.5;1g;24,5;1,7;320,3;8743;99,5;1,0
2012;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkStaraZlota;PM2.5;24g;28,3;1,3;178,7;317;86,6;0,9
2012;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;24g;18,2;2,2;99,0;314;85,8;1,0
2012;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;PM2.5;24g;18,0;1,8;101,0;354;96,7;1,1
2012;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;PM2.5;24g;18,4;2,1;120,7;361;98,6;1,0
2012;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;PM2.5;24g;13,8;1,4;70,6;364;99,5;1,0
2012;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;PM2.5;1g;28,9;0,7;234,1;7638;87,0;0,9
2012;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;PM2.5;24g;24,4;5,0;161,3;316;86,3;1,0
2012;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;1g;31,9;0,5;434,9;8387;95,5;1,0
2012;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;PM2.5;1g;17,1;0,0;186,0;4590;52,3;0,8
2012;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;PM2.5;24g;14,9;1,0;91,5;358;97,8;1,0
2012;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;PM2.5;1g;17,6;1,0;120,0;8662;98,6;1,0
2012;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM2.5;24g;9,9;1,0;50,0;338;92,3;1,2
2012;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM2.5;24g;21,0;1,0;99,9;285;77,9;0,9
2012;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM2.5;24g;14,7;2,4;66,2;365;99,7;1,0
2013;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;PM2.5;1g;30,4;3,0;180,0;8073;92,2;1,0
2013;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocNaGrob;PM2.5;24g;27,8;4,4;132,0;358;98,1;1,0
2013;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;PM2.5;24g;26,7;5,0;137,0;356;97,5;1,0
2013;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;PM2.5;24g;23,8;2,0;138,0;345;94,5;1,0
2013;dolno?l?skie;PL0204;strefa dolno?l?ska;DsOsieczow21;PM2.5;24g;17,6;2,5;84,2;359;98,4;1,0
2013;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;PM2.5;24g;23,7;4,6;100,9;314;86,0;1,3
2013;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydBerling;PM2.5;24g;18,3;1,4;77,3;365;100,0;1,0
2013;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;PM2.5;1g;23,4;1,0;340,8;8110;92,6;1,0
2013;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;PM2.5;24g;16,5;0,9;61,9;324;88,8;1,3
2013;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclSiels;PM2.5;24g;19,1;3,9;57,1;350;95,9;1,0
2013;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWiktorowoG;PM2.5;1g;10,7;1,0;127,7;7987;91,2;1,0
2013;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;PM2.5;24g;14,5;2,5;77,7;362;99,2;1,0
2013;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;PM2.5;24g;21,4;1,0;76,0;353;96,7;1,1
2013;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;PM2.5;24g;20,4;5,0;70,0;362;99,2;1,0
2013;lubelskie;PL0602;strefa lubelska;LbChelJagiel;PM2.5;24g;21,3;5,0;96,0;349;95,6;1,1
2013;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;PM2.5;24g;22,4;3,0;74,0;365;100,0;1,0
2013;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;PM2.5;24g;16,4;2,9;94,4;334;91,5;1,2
2013;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;1g;23,9;0,0;153,0;7898;90,2;1,1
2013;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;24g;20,4;1,6;92,1;362;99,2;1,0
2013;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;PM2.5;24g;22,0;4,2;114,3;358;98,1;1,0
2013;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;24g;23,0;3,4;87,0;353;96,7;1,1
2013;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzLegion;PM2.5;24g;30,1;2,2;105,0;346;94,8;1,1
2013;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;PM2.5;1g;27,5;1,0;390,0;8514;97,2;1,0
2013;?ódzkie;PL1002;strefa ?ódzka;LdPioTrSienk;PM2.5;24g;30,4;4,7;150,0;354;97,0;1,1
2013;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;PM2.5;1g;43,5;4,0;272,0;8638;98,6;1,0
2013;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;1g;32,0;3,0;291,0;8320;95,0;1,0
2013;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;24g;33,4;5,0;187,0;359;98,4;1,0
2013;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;PM2.5;1g;35,2;3,0;308,0;8408;96,0;1,0
2013;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;PM2.5;24g;27,1;5,0;136,0;334;91,5;0,8
2013;ma?opolskie;PL1203;strefa ma?opolska;MpBochKonfed;PM2.5;24g;29,8;5,0;156,0;344;94,2;1,1
2013;ma?opolskie;PL1203;strefa ma?opolska;MpNoSaczNadb;PM2.5;24g;35,9;5,0;203,0;364;99,7;1,0
2013;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;PM2.5;24g;27,9;5,0;150,0;355;97,3;1,0
2013;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;PM2.5;24g;31,6;5,0;244,0;365;100,0;1,0
2013;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;PM2.5;1g;31,2;1,1;209,5;7918;90,4;1,0
2013;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;PM2.5;24g;23,6;4,0;107,4;352;96,4;1,0
2013;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;1g;23,6;1,3;132,8;8405;95,9;1,0
2013;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;24g;22,4;4,3;87,8;346;94,8;1,1
2013;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;PM2.5;24g;22,1;3,1;95,8;329;90,1;0,8
2013;mazowieckie;PL1403;miasto Radom;MzRadHallera;PM2.5;24g;24,3;4,0;110,5;349;95,6;1,1
2013;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;PM2.5;24g;27,1;4,7;114,2;359;98,4;1,0
2013;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;PM2.5;1g;28,1;0,5;301,0;8545;97,5;1,0
2013;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;PM2.5;24g;23,7;2,5;111,0;353;96,7;1,0
2013;opolskie;PL1602;strefa opolska;OpKKozBSmial;PM2.5;1g;32,9;0,0;324,0;8019;91,5;0,9
2013;opolskie;PL1602;strefa opolska;OpKluczMicki;PM2.5;24g;27,1;2,5;137,0;344;94,2;1,1
2013;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;25,1;4,5;168,0;362;99,2;1,0
2013;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;24g;27,6;6,9;117,0;339;92,9;1,1
2013;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;24g;26,0;6,6;170,0;349;95,6;1,1
2013;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;PM2.5;1g;24,4;1,7;174,0;8413;96,0;1,0
2013;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;PM2.5;24g;19,3;2,5;88,2;337;92,3;1,0
2013;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;PM2.5;1g;20,5;0,0;456,0;8615;98,3;1,0
2013;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;27,9;1,6;176,1;306;83,8;1,1
2013;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;PM2.5;1g;13,0;0,8;143,3;8515;97,2;1,1
2013;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;13,8;1,0;74,0;356;97,5;1,0
2013;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;24g;27,8;2,0;118,0;349;95,6;1,0
2013;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;1g;34,0;1,0;343,0;8529;97,4;1,0
2013;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;24g;34,6;2,5;160,0;355;97,3;1,0
2013;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;1g;32,2;0,0;319,0;8593;98,1;1,0
2013;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;24g;33,0;2,5;180,0;327;89,6;1,0
2013;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;PM2.5;24g;36,7;9,0;180,0;341;93,4;1,0
2013;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlZorySikors;PM2.5;24g;31,4;2,5;192,0;339;92,9;1,0
2013;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielSterni;PM2.5;24g;33,6;2,5;250,0;362;99,2;1,0
2013;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoZana;PM2.5;24g;28,6;2,5;150,0;355;97,3;1,0
2013;?l?skie;PL2405;strefa ?l?ska;SlGodGliniki;PM2.5;24g;38,4;8,0;210,0;340;93,2;1,2
2013;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;1g;23,0;6,0;161,0;7699;87,9;0,9
2013;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;24g;23,0;8,0;120,0;332;91,0;0,9
2013;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;24g;28,8;2,3;114,0;361;98,9;1,0
